GENESIS-Tabelle: 12613-020Z
Gestorbene (je 1000 EW);;;
auf Gemeinden (Gebietsstand 01.01.23);;;
Sterbefälle;;;
;;;Gestorbene je 1000 Einwohner
;;;je 1000 Ew
2021;14521020;      Annaberg-Buchholz, Stadt;22,9
2021;14521035;      Aue-Bad Schlema, Stadt;19,6
2021;14521040;      Auerbach (Erzgebirgskreis);18,7
2021;14521060;      Bärenstein;24,5
2021;14521080;      Bockau;11,4
2021;14521090;      Börnichen/Erzgeb.;11,3
2021;14521110;      Breitenbrunn/Erzgeb.;26,9
2021;14521120;      Burkhardtsdorf;17,3
2021;14521130;      Crottendorf;15,1
2021;14521140;      Deutschneudorf;31,4
2021;14521150;      Drebach;17,7
2021;14521160;      Ehrenfriedersdorf, Stadt;19,2
2021;14521170;      Eibenstock, Stadt;21,4
2021;14521180;      Elterlein, Stadt;14,0
2021;14521200;      Gelenau/Erzgeb.;10,5
2021;14521210;      Geyer, Stadt;18,1
2021;14521220;      Gornau/Erzgeb.;20,8
2021;14521230;      Gornsdorf;15,3
2021;14521240;      Großolbersdorf;14,5
2021;14521250;      Großrückerswalde;11,9
2021;14521260;      Grünhain-Beierfeld, Stadt;13,6
2021;14521270;      Grünhainichen;15,9
2021;14521280;      Heidersdorf;8,9
2021;14521290;      Hohndorf;18,8
2021;14521310;      Jahnsdorf/Erzgeb.;15,5
2021;14521320;      Johanngeorgenstadt, Stadt;21,7
2021;14521330;      Jöhstadt, Stadt;12,5
2021;14521340;      Königswalde;14,6
2021;14521355;      Lauter-Bernsbach, Stadt;16,7
2021;14521370;      Lößnitz, Stadt;20,2
2021;14521380;      Lugau/Erzgeb., Stadt;20,3
2021;14521390;      Marienberg, Stadt;17,6
2021;14521400;      Mildenau;8,6
2021;14521410;      Neukirchen/Erzgeb.;13,9
2021;14521420;      Niederdorf;10,7
2021;14521430;      Niederwürschnitz;14,8
2021;14521440;      Oberwiesenthal, Kurort, Stadt;8,8
2021;14521450;      Oelsnitz/Erzgeb., Stadt;17,7
2021;14521460;      Olbernhau, Stadt;21,4
2021;14521495;      Pockau-Lengefeld, Stadt;20,0
2021;14521500;      Raschau-Markersbach;21,7
2021;14521510;      Scheibenberg, Stadt;15,7
2021;14521520;      Schlettau, Stadt;14,1
2021;14521530;      Schneeberg, Stadt;19,9
2021;14521540;      Schönheide;23,7
2021;14521550;      Schwarzenberg/Erzgeb., Stadt;17,7
2021;14521560;      Sehmatal;18,9
2021;14521570;      Seiffen/Erzgeb., Kurort;12,6
2021;14521590;      Stollberg/Erzgeb., Stadt;22,6
2021;14521600;      Stützengrün;11,3
2021;14521610;      Tannenberg;9,4
2021;14521620;      Thalheim/Erzgeb., Stadt;24,1
2021;14521630;      Thermalbad Wiesenbad;14,6
2021;14521640;      Thum, Stadt;21,0
2021;14521670;      Wolkenstein, Stadt;27,0
2021;14521690;      Zschopau, Stadt, Motorradstadt;23,6
2021;14521700;      Zschorlau;20,3
2021;14521710;      Zwönitz, Stadt;15,7
2021;14522;    Mittelsachsen, Landkreis;17,6
2021;14522010;      Altmittweida;11,8
2021;14522020;      Augustusburg, Stadt;22,9
2021;14522035;      Bobritzsch-Hilbersdorf;17,4
2021;14522050;      Brand-Erbisdorf, Stadt;18,0
2021;14522060;      Burgstädt, Stadt;17,9
2021;14522070;      Claußnitz;9,7
2021;14522080;      Döbeln, Stadt;18,8
2021;14522090;      Dorfchemnitz;20,3
2021;14522110;      Eppendorf;16,8
2021;14522120;      Erlau;20,4
2021;14522140;      Flöha, Stadt;22,0
2021;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;18,5
2021;14522170;      Frauenstein, Stadt;11,8
2021;14522180;      Freiberg, Stadt, Universitätsstadt;15,9
2021;14522190;      Geringswalde, Stadt;21,1
2021;14522200;      Großhartmannsdorf;23,6
2021;14522210;      Großschirma, Stadt;17,6
2021;14522220;      Großweitzschen;20,3
2021;14522230;      Hainichen, Stadt;21,5
2021;14522240;      Halsbrücke;14,0
2021;14522250;      Hartha, Stadt;28,8
2021;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);16,8
2021;14522275;      Jahnatal;13,7
2021;14522280;      Königsfeld;12,4
2021;14522290;      Königshain-Wiederau;19,4
2021;14522300;      Kriebstein;10,3
2021;14522310;      Leisnig, Stadt;21,4
2021;14522320;      Leubsdorf;9,8
2021;14522330;      Lichtenau;9,5
2021;14522340;      Lichtenberg/Erzgeb.;22,8
2021;14522350;      Lunzenau, Stadt;20,2
2021;14522360;      Mittweida, Stadt, Hochschulstadt;20,0
2021;14522380;      Mühlau;6,6
2021;14522390;      Mulda/Sa.;9,8
2021;14522400;      Neuhausen/Erzgeb.;22,0
2021;14522420;      Niederwiesa;20,0
2021;14522430;      Oberschöna;8,5
2021;14522440;      Oederan, Stadt;16,2
2021;14522460;      Penig, Stadt;18,3
2021;14522470;      Rechenberg-Bienenmühle;13,8
2021;14522480;      Reinsberg;14,6
2021;14522490;      Rochlitz, Stadt;20,2
2021;14522500;      Rossau;10,3
2021;14522510;      Roßwein, Stadt;18,0
2021;14522520;      Sayda, Stadt;26,4
2021;14522530;      Seelitz;9,6
2021;14522540;      Striegistal;15,2
2021;14522550;      Taura;25,8
2021;14522570;      Waldheim, Stadt;18,8
2021;14522580;      Wechselburg;13,6
2021;14522590;      Weißenborn/Erzgeb.;10,1
2021;14522600;      Zettlitz;10,5
2021;14523;    Vogtlandkreis;20,4
2021;14523010;      Adorf/Vogtl., Stadt;20,7
2021;14523020;      Auerbach/Vogtl., Stadt;22,5
2021;14523030;      Bad Brambach;21,5
2021;14523040;      Bad Elster, Stadt;31,5
2021;14523050;      Bergen;9,4
2021;14523060;      Bösenbrunn;9,8
2021;14523080;      Eichigt;18,1
2021;14523090;      Ellefeld;14,6
2021;14523100;      Elsterberg, Stadt;25,3
2021;14523120;      Falkenstein/Vogtl., Stadt;22,4
2021;14523130;      Grünbach;28,3
2021;14523150;      Heinsdorfergrund;16,5
2021;14523160;      Klingenthal, Stadt;25,6
2021;14523170;      Lengenfeld, Stadt;16,2
2021;14523190;      Limbach;18,5
2021;14523200;      Markneukirchen, Stadt;21,2
2021;14523230;      Mühlental;16,5
2021;14523245;      Muldenhammer;11,7
2021;14523260;      Netzschkau, Stadt;27,8
2021;14523270;      Neuensalz;13,1
2021;14523280;      Neumark;17,6
2021;14523290;      Neustadt/Vogtl.;12,2
2021;14523300;      Oelsnitz/Vogtl., Stadt;20,2
2021;14523310;      Pausa-Mühltroff, Stadt;24,5
2021;14523320;      Plauen, Stadt;20,8
2021;14523330;      Pöhl;13,8
2021;14523340;      Reichenbach im Vogtland, Stadt;19,9
2021;14523360;      Rodewisch, Stadt;21,6
2021;14523365;      Rosenbach/Vogtl.;13,7
2021;14523370;      Schöneck/Vogtl., Stadt;19,1
2021;14523380;      Steinberg;37,2
2021;14523410;      Theuma;14,7
2021;14523420;      Tirpersdorf;10,4
2021;14523430;      Treuen, Stadt;17,0
2021;14523440;      Triebel/Vogtl.;12,5
2021;14523450;      Weischlitz;16,8
2021;14523460;      Werda;10,8
2021;14524;    Zwickau, Landkreis;19,3
2021;14524010;      Bernsdorf (Landkreis Zwickau);12,5
2021;14524020;      Callenberg;12,4
2021;14524030;      Crimmitschau, Stadt;20,6
2021;14524040;      Crinitzberg;15,7
2021;14524050;      Dennheritz;10,8
2021;14524060;      Fraureuth;18,5
2021;14524070;      Gersdorf;24,0
2021;14524080;      Glauchau, Stadt;18,9
2021;14524090;      Hartenstein, Stadt;17,2
2021;14524100;      Hartmannsdorf b. Kirchberg;11,8
2021;14524110;      Hirschfeld;25,9
2021;14524120;      Hohenstein-Ernstthal, Stadt;25,0
2021;14524130;      Kirchberg, Stadt;25,0
2021;14524140;      Langenbernsdorf;19,5
2021;14524150;      Langenweißbach;16,3
2021;14524160;      Lichtenstein/Sa., Stadt;25,5
2021;14524170;      Lichtentanne;17,2
2021;14524180;      Limbach-Oberfrohna, Stadt;18,8
2021;14524190;      Meerane, Stadt;23,6
2021;14524200;      Mülsen;19,5
2021;14524210;      Neukirchen/Pleiße;13,0
2021;14524220;      Niederfrohna;9,9
2021;14524230;      Oberlungwitz, Stadt;21,2
2021;14524240;      Oberwiera;13,9
2021;14524250;      Reinsdorf;13,5
2021;14524260;      Remse;14,1
2021;14524270;      Schönberg;8,0
2021;14524280;      St. Egidien;10,2
2021;14524290;      Waldenburg, Stadt;19,3
2021;14524300;      Werdau, Stadt;19,0
2021;14524310;      Wildenfels, Stadt;14,6
2021;14524320;      Wilkau-Haßlau, Stadt;19,2
2021;14524330;      Zwickau, Stadt;19,2
2021;146;  Dresden, NUTS 2-Region;15,3
2021;14612;    Dresden, Stadt;11,6
2021;14612000;      Dresden, Stadt;11,6
2021;14625;    Bautzen, Landkreis;17,1
2021;14625010;      Arnsdorf;13,1
2021;14625020;      Bautzen, Stadt;18,4
2021;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);19,4
2021;14625040;      Bischofswerda, Stadt;24,8
2021;14625060;      Burkau;10,3
2021;14625080;      Crostwitz;21,6
2021;14625090;      Cunewalde;19,4
2021;14625100;      Demitz-Thumitz;16,7
2021;14625110;      Doberschau-Gaußig;10,1
2021;14625120;      Elsterheide;15,7
2021;14625130;      Elstra, Stadt;24,1
2021;14625140;      Frankenthal;11,9
2021;14625150;      Göda;12,7
2021;14625160;      Großdubrau;18,9
2021;14625170;      Großharthau;12,9
2021;14625180;      Großnaundorf;21,9
2021;14625190;      Großpostwitz/O.L.;15,4
2021;14625200;      Großröhrsdorf, Stadt;17,6
2021;14625220;      Haselbachtal;14,6
2021;14625230;      Hochkirch;16,4
2021;14625240;      Hoyerswerda, Stadt;21,4
2021;14625250;      Kamenz, Stadt;16,9
2021;14625270;      Königsbrück, Stadt;15,3
2021;14625280;      Königswartha;20,7
2021;14625290;      Kubschütz;11,9
2021;14625300;      Laußnitz;10,3
2021;14625310;      Lauta, Stadt;19,2
2021;14625320;      Lichtenberg (Landkreis Bautzen);9,8
2021;14625330;      Lohsa;19,7
2021;14625340;      Malschwitz;14,1
2021;14625350;      Nebelschütz;4,2
2021;14625360;      Neschwitz;12,9
2021;14625370;      Neukirch;13,7
2021;14625380;      Neukirch/Lausitz;19,8
2021;14625390;      Obergurig;12,4
2021;14625410;      Ohorn;12,6
2021;14625420;      Oßling;13,8
2021;14625430;      Ottendorf-Okrilla;12,4
2021;14625440;      Panschwitz-Kuckau;13,6
2021;14625450;      Pulsnitz, Stadt;20,3
2021;14625460;      Puschwitz;13,9
2021;14625470;      Räckelwitz;9,8
2021;14625480;      Radeberg, Stadt;14,5
2021;14625490;      Radibor;10,8
2021;14625500;      Ralbitz-Rosenthal;8,8
2021;14625510;      Rammenau;18,0
2021;14625525;      Schirgiswalde-Kirschau, Stadt;16,7
2021;14625530;      Schmölln-Putzkau;16,2
2021;14625550;      Schwepnitz;11,8
2021;14625560;      Sohland a. d. Spree;19,8
2021;14625570;      Spreetal;18,7
2021;14625580;      Steina;8,5
2021;14625590;      Steinigtwolmsdorf;15,0
2021;14625600;      Wachau;7,0
2021;14625610;      Weißenberg, Stadt;19,6
2021;14625630;      Wilthen, Stadt;24,5
2021;14625640;      Wittichenau, Stadt;15,1
2021;14626;    Görlitz, Landkreis;19,3
2021;14626010;      Bad Muskau, Stadt;22,9
2021;14626020;      Beiersdorf;16,1
2021;14626030;      Bernstadt a. d. Eigen, Stadt;19,4
2021;14626050;      Bertsdorf-Hörnitz;16,1
2021;14626060;      Boxberg/O.L.;20,7
2021;14626070;      Dürrhennersdorf;24,1
2021;14626085;      Ebersbach-Neugersdorf, Stadt;21,0
2021;14626100;      Gablenz;22,0
2021;14626110;      Görlitz, Stadt;17,3
2021;14626120;      Groß Düben;6,5
2021;14626140;      Großschönau;22,7
2021;14626150;      Großschweidnitz;14,2
2021;14626160;      Hähnichen;15,4
2021;14626170;      Hainewalde;15,8
2021;14626180;      Herrnhut, Stadt;18,0
2021;14626190;      Hohendubrau;12,3
2021;14626200;      Horka;16,2
2021;14626210;      Jonsdorf, Kurort;26,2
2021;14626230;      Kodersdorf;14,3
2021;14626240;      Königshain;10,3
2021;14626245;      Kottmar;20,7
2021;14626250;      Krauschwitz i.d. O.L.;23,3
2021;14626260;      Kreba-Neudorf;16,4
2021;14626270;      Lawalde;21,1
2021;14626280;      Leutersdorf;18,4
2021;14626290;      Löbau, Stadt;20,8
2021;14626300;      Markersdorf;12,7
2021;14626310;      Mittelherwigsdorf;20,8
2021;14626320;      Mücka;17,8
2021;14626330;      Neißeaue;10,6
2021;14626350;      Neusalza-Spremberg, Stadt;25,3
2021;14626370;      Niesky, Stadt;22,8
2021;14626390;      Oderwitz;32,2
2021;14626400;      Olbersdorf;21,7
2021;14626410;      Oppach;17,7
2021;14626420;      Ostritz, Stadt;27,3
2021;14626430;      Oybin;17,4
2021;14626440;      Quitzdorf am See;17,0
2021;14626450;      Reichenbach/O.L., Stadt;18,4
2021;14626460;      Rietschen;16,4
2021;14626470;      Rosenbach;11,6
2021;14626480;      Rothenburg/O.L., Stadt;21,8
2021;14626490;      Schleife;17,9
2021;14626500;      Schönau-Berzdorf a. d. Eigen;13,6
2021;14626510;      Schönbach;9,3
2021;14626520;      Schöpstal;15,9
2021;14626530;      Seifhennersdorf, Stadt;24,3
2021;14626560;      Trebendorf;13,4
2021;14626570;      Vierkirchen;14,6
2021;14626580;      Waldhufen;8,4
2021;14626590;      Weißkeißel;13,5
2021;14626600;      Weißwasser/O.L., Stadt;19,7
2021;14626610;      Zittau, Stadt;21,2
2021;14627;    Meißen, Landkreis;16,4
2021;14627010;      Coswig, Stadt;16,4
2021;14627020;      Diera-Zehren;10,3
2021;14627030;      Ebersbach (Landkreis Meißen);16,1
2021;14627040;      Glaubitz;19,7
2021;14627050;      Gröditz, Stadt;20,7
2021;14627060;      Großenhain, Stadt;16,5
2021;14627070;      Hirschstein;11,2
2021;14627080;      Käbschütztal;11,3
2021;14627100;      Klipphausen;9,2
2021;14627110;      Lampertswalde;13,2
2021;14627130;      Lommatzsch, Stadt;15,8
2021;14627140;      Meißen, Stadt;20,6
2021;14627150;      Moritzburg;13,0
2021;14627170;      Niederau;9,0
2021;14627180;      Nossen, Stadt;13,6
2021;14627190;      Nünchritz;15,0
2021;14627200;      Priestewitz;9,2
2021;14627210;      Radebeul, Stadt;14,8
2021;14627220;      Radeburg, Stadt;17,9
2021;14627230;      Riesa, Stadt;23,3
2021;14627240;      Röderaue;12,4
2021;14627250;      Schönfeld;15,8
2021;14627260;      Stauchitz;10,3
2021;14627270;      Strehla, Stadt;19,1
2021;14627290;      Thiendorf;13,4
2021;14627310;      Weinböhla;15,3
2021;14627340;      Wülknitz;15,2
2021;14627360;      Zeithain;12,9
2021;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;16,1
2021;14628010;      Altenberg, Stadt;15,2
2021;14628020;      Bad Gottleuba-Berggießhübel, Stadt;14,8
2021;14628030;      Bad Schandau, Stadt;18,5
2021;14628040;      Bahretal;13,6
2021;14628050;      Bannewitz;12,0
2021;14628060;      Dippoldiswalde, Stadt;17,2
2021;14628070;      Dohma;9,1
2021;14628080;      Dohna, Stadt;21,1
2021;14628090;      Dorfhain;8,4
2021;14628100;      Dürrröhrsdorf-Dittersbach;10,5
2021;14628110;      Freital, Stadt;16,9
2021;14628130;      Glashütte, Stadt;18,0
2021;14628140;      Gohrisch;11,7
2021;14628150;      Hartmannsdorf-Reichenau;15,0
2021;14628160;      Heidenau, Stadt;15,1
2021;14628170;      Hermsdorf/Erzgeb.;14,3
2021;14628190;      Hohnstein, Stadt;22,5
2021;14628205;      Klingenberg;11,8
2021;14628210;      Königstein/Sächs. Schw., Stadt;11,9
2021;14628220;      Kreischa;16,8
2021;14628230;      Liebstadt, Stadt;12,6
2021;14628240;      Lohmen;10,9
2021;14628250;      Müglitztal;14,1
2021;14628260;      Neustadt in Sachsen, Stadt;19,2
2021;14628270;      Pirna, Stadt;16,0
2021;14628300;      Rabenau, Stadt;17,3
2021;14628310;      Rathen, Kurort;11,8
2021;14628320;      Rathmannsdorf;29,0
2021;14628330;      Reinhardtsdorf-Schöna;12,3
2021;14628340;      Rosenthal-Bielatal;30,2
2021;14628360;      Sebnitz, Stadt;21,3
2021;14628370;      Stadt Wehlen, Stadt;10,3
2021;14628380;      Stolpen, Stadt;16,9
2021;14628390;      Struppen;9,7
2021;14628400;      Tharandt, Stadt;19,9
2021;14628410;      Wilsdruff, Stadt;13,6
2021;147;  Leipzig, NUTS 2-Region;13,4
2021;14713;    Leipzig, Stadt;11,6
2021;14713000;      Leipzig, Stadt;11,6
2021;14729;    Leipzig, Landkreis;16,0
2021;14729010;      Bad Lausick, Stadt;17,9
2021;14729020;      Belgershain;7,7
2021;14729030;      Bennewitz;15,2
2021;14729040;      Böhlen, Stadt;19,3
2021;14729050;      Borna, Stadt;21,2
2021;14729060;      Borsdorf;8,3
2021;14729070;      Brandis, Stadt;14,9
2021;14729080;      Colditz, Stadt;21,8
2021;14729100;      Elstertrebnitz;10,7
2021;14729140;      Frohburg, Stadt;17,1
2021;14729150;      Geithain, Stadt;22,1
2021;14729160;      Grimma, Stadt;14,5
2021;14729170;      Groitzsch, Stadt;18,2
2021;14729190;      Großpösna;10,0
2021;14729220;      Kitzscher, Stadt;19,0
2021;14729245;      Lossatal;15,1
2021;14729250;      Machern;8,7
2021;14729260;      Markkleeberg, Stadt;13,9
2021;14729270;      Markranstädt, Stadt;16,3
2021;14729300;      Naunhof, Stadt;14,4
2021;14729320;      Neukieritzsch;13,3
2021;14729330;      Otterwisch;11,7
2021;14729340;      Parthenstein;11,2
2021;14729350;      Pegau, Stadt;15,8
2021;14729360;      Regis-Breitingen, Stadt;19,7
2021;14729370;      Rötha, Stadt;11,6
2021;14729380;      Thallwitz;13,2
2021;14729400;      Trebsen/Mulde, Stadt;20,6
2021;14729410;      Wurzen, Stadt;19,3
2021;14729430;      Zwenkau, Stadt;19,0
2021;14730;    Nordsachsen, Landkreis;15,6
2021;14730010;      Arzberg;14,0
2021;14730020;      Bad Düben, Stadt;18,2
2021;14730030;      Beilrode;12,2
2021;14730045;      Belgern-Schildau, Stadt;21,0
2021;14730050;      Cavertitz;13,6
2021;14730060;      Dahlen, Stadt;21,7
2021;14730070;      Delitzsch, Stadt;14,4
2021;14730080;      Doberschütz;10,3
2021;14730090;      Dommitzsch, Stadt;28,2
2021;14730100;      Dreiheide;7,1
2021;14730110;      Eilenburg, Stadt;18,4
2021;14730120;      Elsnig;7,2
2021;14730140;      Jesewitz;9,4
2021;14730150;      Krostitz;9,5
2021;14730160;      Laußig;14,0
2021;14730170;      Liebschützberg;12,5
2021;14730180;      Löbnitz;16,7
2021;14730190;      Mockrehna;14,0
2021;14730200;      Mügeln, Stadt;22,8
2021;14730210;      Naundorf;11,3
2021;14730230;      Oschatz, Stadt;17,3
2021;14730250;      Rackwitz;8,9
2021;14730270;      Schkeuditz, Stadt;14,1
2021;14730280;      Schönwölkau;15,7
2021;14730300;      Taucha, Stadt;14,9
2021;14730310;      Torgau, Stadt;18,3
2021;14730320;      Trossin;11,3
2021;14730330;      Wermsdorf;18,9
2021;14730340;      Wiedemar;11,0
2021;14730360;      Zschepplin;10,8
2022;14;Freistaat Sachsen;14,8
2022;145;  Chemnitz, NUTS 2-Region;16,8
2022;14511;    Chemnitz, Stadt;15,3
2022;14511000;      Chemnitz, Stadt;15,3
2022;14521;    Erzgebirgskreis;16,8
2022;14521010;      Amtsberg;7,9
2022;14521020;      Annaberg-Buchholz, Stadt;20,3
2022;14521035;      Aue-Bad Schlema, Stadt;19,0
2022;14521040;      Auerbach (Erzgebirgskreis);8,0
2022;14521060;      Bärenstein;24,3
2022;14521080;      Bockau;10,9
2022;14521090;      Börnichen/Erzgeb.;11,4
2022;14521110;      Breitenbrunn/Erzgeb.;19,3
2022;14521120;      Burkhardtsdorf;16,5
2022;14521130;      Crottendorf;11,6
2022;14521140;      Deutschneudorf;27,8
2022;14521150;      Drebach;14,2
2022;14521160;      Ehrenfriedersdorf, Stadt;19,1
2022;14521170;      Eibenstock, Stadt;20,6
2022;14521180;      Elterlein, Stadt;13,7
2022;14521200;      Gelenau/Erzgeb.;13,9
2022;14521210;      Geyer, Stadt;14,3
2022;14521220;      Gornau/Erzgeb.;17,6
2022;14521230;      Gornsdorf;17,3
2022;14521240;      Großolbersdorf;10,3
2022;14521250;      Großrückerswalde;12,5
2022;14521260;      Grünhain-Beierfeld, Stadt;10,8
2022;14521270;      Grünhainichen;16,0
2022;14521280;      Heidersdorf;11,5
2022;14521290;      Hohndorf;17,4
2022;14521310;      Jahnsdorf/Erzgeb.;15,9
2022;14521320;      Johanngeorgenstadt, Stadt;19,1
2022;14521330;      Jöhstadt, Stadt;11,9
2022;14521340;      Königswalde;10,1
2022;14521355;      Lauter-Bernsbach, Stadt;15,4
2022;14521370;      Lößnitz, Stadt;19,5
2022;14521380;      Lugau/Erzgeb., Stadt;17,9
2022;14521390;      Marienberg, Stadt;15,1
2022;14521400;      Mildenau;10,6
2022;14521410;      Neukirchen/Erzgeb.;11,9
2022;14521420;      Niederdorf;12,1
2022;14521430;      Niederwürschnitz;14,9
2022;14521440;      Oberwiesenthal, Kurort, Stadt;18,1
2022;14521450;      Oelsnitz/Erzgeb., Stadt;19,4
2022;14521460;      Olbernhau, Stadt;18,5
2022;14521495;      Pockau-Lengefeld, Stadt;14,4
2022;14521500;      Raschau-Markersbach;25,1
2022;14521510;      Scheibenberg, Stadt;11,3
2022;14521520;      Schlettau, Stadt;12,9
2022;14521530;      Schneeberg, Stadt;15,1
2022;14521540;      Schönheide;21,3
2022;14521550;      Schwarzenberg/Erzgeb., Stadt;17,0
2022;14521560;      Sehmatal;16,0
2022;14521570;      Seiffen/Erzgeb., Kurort;14,7
2022;14521590;      Stollberg/Erzgeb., Stadt;20,6
2022;14521600;      Stützengrün;8,9
2022;14521610;      Tannenberg;13,2
2022;14521620;      Thalheim/Erzgeb., Stadt;18,4
2022;14521630;      Thermalbad Wiesenbad;18,4
2022;14521640;      Thum, Stadt;14,9
2022;14521670;      Wolkenstein, Stadt;22,8
2022;14521690;      Zschopau, Stadt, Motorradstadt;19,7
2022;14521700;      Zschorlau;18,0
2022;14521710;      Zwönitz, Stadt;15,9
2022;14522;    Mittelsachsen, Landkreis;16,0
2022;14522010;      Altmittweida;4,8
2022;14522020;      Augustusburg, Stadt;19,8
2022;14522035;      Bobritzsch-Hilbersdorf;11,8
2022;14522050;      Brand-Erbisdorf, Stadt;14,1
2022;14522060;      Burgstädt, Stadt;14,8
