GENESIS-Tabelle: 12410-010Z
Fortschreibung zum 30.06. nach Geschlecht auf Gemeinden;;;;;
(Gebietsstand 01.01.2023);;;;;
Fortschreibung des Bev.standes (Basis 9.5.2011) ;;;;;
Bevölkerung am 30.06. (absolut);;;;;
;;;Insgesamt;männlich;weiblich
30.06.2020;14730090;      Dommitzsch, Stadt;2468;1223;1245
30.06.2020;14730100;      Dreiheide;2110;1068;1042
30.06.2020;14730110;      Eilenburg, Stadt;15706;7550;8156
30.06.2020;14730120;      Elsnig;1376;695;681
30.06.2020;14730140;      Jesewitz;3088;1539;1549
30.06.2020;14730150;      Krostitz;4060;2059;2001
30.06.2020;14730160;      Laußig;3628;1866;1762
30.06.2020;14730170;      Liebschützberg;2974;1502;1472
30.06.2020;14730180;      Löbnitz;2085;991;1094
30.06.2020;14730190;      Mockrehna;5017;2559;2458
30.06.2020;14730200;      Mügeln, Stadt;5855;2916;2939
30.06.2020;14730210;      Naundorf;2232;1162;1070
30.06.2020;14730230;      Oschatz, Stadt;14056;6854;7202
30.06.2020;14730250;      Rackwitz;5250;2665;2585
30.06.2020;14730270;      Schkeuditz, Stadt;18354;9467;8887
30.06.2020;14730280;      Schönwölkau;2573;1303;1270
30.06.2020;14730300;      Taucha, Stadt;15710;7604;8106
30.06.2020;14730310;      Torgau, Stadt;19853;9824;10029
30.06.2020;14730320;      Trossin;1254;628;626
30.06.2020;14730330;      Wermsdorf;5197;2527;2670
30.06.2020;14730340;      Wiedemar;5284;2699;2585
30.06.2020;14730360;      Zschepplin;2859;1449;1410
30.06.2021;14;Freistaat Sachsen;4044997;1993117;2051880
30.06.2021;145;  Chemnitz, NUTS 2-Region;1406947;691356;715591
30.06.2021;14511;    Chemnitz, Stadt;243212;120317;122895
30.06.2021;14511000;      Chemnitz, Stadt;243212;120317;122895
30.06.2021;14521;    Erzgebirgskreis;330279;161582;168697
30.06.2021;14521010;      Amtsberg;3680;1825;1855
30.06.2021;14521020;      Annaberg-Buchholz, Stadt;19316;9265;10051
30.06.2021;14521035;      Aue-Bad Schlema, Stadt;19927;9517;10410
30.06.2021;14521040;      Auerbach (Erzgebirgskreis);2383;1158;1225
30.06.2021;14521060;      Bärenstein;2282;1146;1136
30.06.2021;14521080;      Bockau;2198;1069;1129
30.06.2021;14521090;      Börnichen/Erzgeb.;978;496;482
30.06.2021;14521110;      Breitenbrunn/Erzgeb.;5117;2472;2645
30.06.2021;14521120;      Burkhardtsdorf;6074;3009;3065
30.06.2021;14521130;      Crottendorf;3959;1979;1980
30.06.2021;14521140;      Deutschneudorf;962;491;471
30.06.2021;14521150;      Drebach;5056;2556;2500
30.06.2021;14521160;      Ehrenfriedersdorf, Stadt;4569;2202;2367
30.06.2021;14521170;      Eibenstock, Stadt;7132;3470;3662
30.06.2021;14521180;      Elterlein, Stadt;2778;1389;1389
30.06.2021;14521200;      Gelenau/Erzgeb.;4102;2027;2075
30.06.2021;14521210;      Geyer, Stadt;3348;1617;1731
30.06.2021;14521220;      Gornau/Erzgeb.;3737;1814;1923
30.06.2021;14521230;      Gornsdorf;1879;944;935
30.06.2021;14521240;      Großolbersdorf;2750;1371;1379
30.06.2021;14521250;      Großrückerswalde;3362;1699;1663
30.06.2021;14521260;      Grünhain-Beierfeld, Stadt;5715;2833;2882
30.06.2021;14521270;      Grünhainichen;3332;1665;1667
30.06.2021;14521280;      Heidersdorf;783;401;382
30.06.2021;14521290;      Hohndorf;3468;1656;1812
30.06.2021;14521310;      Jahnsdorf/Erzgeb.;5426;2726;2700
30.06.2021;14521320;      Johanngeorgenstadt, Stadt;3841;1860;1981
30.06.2021;14521330;      Jöhstadt, Stadt;2546;1297;1249
30.06.2021;14521340;      Königswalde;2201;1071;1130
30.06.2021;14521355;      Lauter-Bernsbach, Stadt;8545;4141;4404
30.06.2021;14521370;      Lößnitz, Stadt;7992;3920;4072
30.06.2021;14521380;      Lugau/Erzgeb., Stadt;7871;3857;4014
30.06.2021;14521390;      Marienberg, Stadt;16571;8219;8352
30.06.2021;14521400;      Mildenau;3403;1703;1700
30.06.2021;14521410;      Neukirchen/Erzgeb.;6984;3458;3526
30.06.2021;14521420;      Niederdorf;1328;690;638
30.06.2021;14521430;      Niederwürschnitz;2565;1284;1281
30.06.2021;14521440;      Oberwiesenthal, Kurort, Stadt;2050;1006;1044
30.06.2021;14521450;      Oelsnitz/Erzgeb., Stadt;10947;5332;5615
30.06.2021;14521460;      Olbernhau, Stadt;10633;5197;5436
30.06.2021;14521495;      Pockau-Lengefeld, Stadt;7466;3714;3752
30.06.2021;14521500;      Raschau-Markersbach;4929;2427;2502
30.06.2021;14521510;      Scheibenberg, Stadt;2038;1005;1033
30.06.2021;14521520;      Schlettau, Stadt;2334;1146;1188
30.06.2021;14521530;      Schneeberg, Stadt;13615;6677;6938
30.06.2021;14521540;      Schönheide;4260;2090;2170
30.06.2021;14521550;      Schwarzenberg/Erzgeb., Stadt;16123;7737;8386
30.06.2021;14521560;      Sehmatal;6253;3120;3133
30.06.2021;14521570;      Seiffen/Erzgeb., Kurort;2065;1025;1040
30.06.2021;14521590;      Stollberg/Erzgeb., Stadt;11226;5385;5841
30.06.2021;14521600;      Stützengrün;3082;1541;1541
30.06.2021;14521610;      Tannenberg;1081;548;533
30.06.2021;14521620;      Thalheim/Erzgeb., Stadt;5987;2851;3136
30.06.2021;14521630;      Thermalbad Wiesenbad;3202;1574;1628
30.06.2021;14521640;      Thum, Stadt;5003;2458;2545
30.06.2021;14521670;      Wolkenstein, Stadt;3871;1906;1965
30.06.2021;14521690;      Zschopau, Stadt, Motorradstadt;8948;4282;4666
30.06.2021;14521700;      Zschorlau;5158;2492;2666
30.06.2021;14521710;      Zwönitz, Stadt;11848;5772;6076
30.06.2021;14522;    Mittelsachsen, Landkreis;300206;149278;150928
30.06.2021;14522010;      Altmittweida;1877;927;950
30.06.2021;14522020;      Augustusburg, Stadt;4484;2209;2275
30.06.2021;14522035;      Bobritzsch-Hilbersdorf;5644;2838;2806
30.06.2021;14522050;      Brand-Erbisdorf, Stadt;9129;4448;4681
30.06.2021;14522060;      Burgstädt, Stadt;10473;5108;5365
30.06.2021;14522070;      Claußnitz;3004;1511;1493
30.06.2021;14522080;      Döbeln, Stadt;23402;11571;11831
30.06.2021;14522090;      Dorfchemnitz;1522;773;749
30.06.2021;14522110;      Eppendorf;4005;1932;2073
30.06.2021;14522120;      Erlau;3137;1607;1530
30.06.2021;14522140;      Flöha, Stadt;10532;5123;5409
30.06.2021;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;13750;6808;6942
30.06.2021;14522170;      Frauenstein, Stadt;2714;1362;1352
30.06.2021;14522180;      Freiberg, Stadt, Universitätsstadt;39746;19943;19803
30.06.2021;14522190;      Geringswalde, Stadt;4163;2035;2128
30.06.2021;14522200;      Großhartmannsdorf;2451;1239;1212
30.06.2021;14522210;      Großschirma, Stadt;5526;2762;2764
30.06.2021;14522220;      Großweitzschen;2710;1382;1328
30.06.2021;14522230;      Hainichen, Stadt;8451;4141;4310
30.06.2021;14522240;      Halsbrücke;5076;2524;2552
30.06.2021;14522250;      Hartha, Stadt;6790;3355;3435
30.06.2021;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);4393;2130;2263
30.06.2021;14522275;      Jahnatal;4802;2407;2395
30.06.2021;14522280;      Königsfeld;1373;703;670
30.06.2021;14522290;      Königshain-Wiederau;2584;1317;1267
30.06.2021;14522300;      Kriebstein;2040;1018;1022
30.06.2021;14522310;      Leisnig, Stadt;8224;4078;4146
30.06.2021;14522320;      Leubsdorf;3271;1653;1618
30.06.2021;14522330;      Lichtenau;7052;3533;3519
30.06.2021;14522340;      Lichtenberg/Erzgeb.;2688;1318;1370
30.06.2021;14522350;      Lunzenau, Stadt;4095;2015;2080
30.06.2021;14522360;      Mittweida, Stadt, Hochschulstadt;14169;7037;7132
30.06.2021;14522380;      Mühlau;2125;1056;1069
30.06.2021;14522390;      Mulda/Sa.;2462;1211;1251
30.06.2021;14522400;      Neuhausen/Erzgeb.;2539;1292;1247
30.06.2021;14522420;      Niederwiesa;4817;2366;2451
30.06.2021;14522430;      Oberschöna;3310;1663;1647
30.06.2021;14522440;      Oederan, Stadt;7883;3896;3987
30.06.2021;14522460;      Penig, Stadt;8563;4234;4329
30.06.2021;14522470;      Rechenberg-Bienenmühle;1810;918;892
30.06.2021;14522480;      Reinsberg;2819;1435;1384
30.06.2021;14522490;      Rochlitz, Stadt;5628;2684;2944
30.06.2021;14522500;      Rossau;3478;1762;1716
30.06.2021;14522510;      Roßwein, Stadt;7346;3700;3646
30.06.2021;14522520;      Sayda, Stadt;1712;857;855
30.06.2021;14522530;      Seelitz;1673;835;838
30.06.2021;14522540;      Striegistal;4591;2333;2258
30.06.2021;14522550;      Taura;2293;1127;1166
30.06.2021;14522570;      Waldheim, Stadt;8961;4615;4346
30.06.2021;14522580;      Wechselburg;1773;886;887
30.06.2021;14522590;      Weißenborn/Erzgeb.;2486;1273;1213
30.06.2021;14522600;      Zettlitz;660;328;332
30.06.2021;14523;    Vogtlandkreis;222507;108443;114064
30.06.2021;14523010;      Adorf/Vogtl., Stadt;4797;2311;2486
30.06.2021;14523020;      Auerbach/Vogtl., Stadt;17878;8642;9236
30.06.2021;14523030;      Bad Brambach;1750;838;912
30.06.2021;14523040;      Bad Elster, Stadt;3615;1724;1891
30.06.2021;14523050;      Bergen;963;480;483
30.06.2021;14523060;      Bösenbrunn;1115;548;567
30.06.2021;14523080;      Eichigt;1155;596;559
30.06.2021;14523090;      Ellefeld;2508;1219;1289
30.06.2021;14523100;      Elsterberg, Stadt;3778;1811;1967
30.06.2021;14523120;      Falkenstein/Vogtl., Stadt;7830;3756;4074
30.06.2021;14523130;      Grünbach;1657;837;820
30.06.2021;14523150;      Heinsdorfergrund;1940;947;993
30.06.2021;14523160;      Klingenthal, Stadt;7968;3838;4130
30.06.2021;14523170;      Lengenfeld, Stadt;6998;3436;3562
30.06.2021;14523190;      Limbach;1407;679;728
30.06.2021;14523200;      Markneukirchen, Stadt;7339;3614;3725
30.06.2021;14523230;      Mühlental;1267;648;619
30.06.2021;14523245;      Muldenhammer;2981;1494;1487
30.06.2021;14523260;      Netzschkau, Stadt;3796;1842;1954
30.06.2021;14523270;      Neuensalz;2067;1031;1036
30.06.2021;14523280;      Neumark;2942;1499;1443
30.06.2021;14523290;      Neustadt/Vogtl.;975;477;498
30.06.2021;14523300;      Oelsnitz/Vogtl., Stadt;10014;4870;5144
30.06.2021;14523310;      Pausa-Mühltroff, Stadt;4851;2392;2459
30.06.2021;14523320;      Plauen, Stadt;63585;30937;32648
30.06.2021;14523330;      Pöhl;2469;1235;1234
30.06.2021;14523340;      Reichenbach im Vogtland, Stadt;20104;9674;10430
30.06.2021;14523360;      Rodewisch, Stadt;6301;3057;3244
30.06.2021;14523365;      Rosenbach/Vogtl.;4091;2011;2080
30.06.2021;14523370;      Schöneck/Vogtl., Stadt;3092;1491;1601
30.06.2021;14523380;      Steinberg;2693;1327;1366
30.06.2021;14523410;      Theuma;1018;515;503
30.06.2021;14523420;      Tirpersdorf;1356;662;694
30.06.2021;14523430;      Treuen, Stadt;7796;3805;3991
30.06.2021;14523440;      Triebel/Vogtl.;1199;603;596
30.06.2021;14523450;      Weischlitz;5733;2856;2877
30.06.2021;14523460;      Werda;1479;741;738
30.06.2021;14524;    Zwickau, Landkreis;310743;151736;159007
30.06.2021;14524010;      Bernsdorf (Landkreis Zwickau);2160;1104;1056
30.06.2021;14524020;      Callenberg;4910;2445;2465
30.06.2021;14524030;      Crimmitschau, Stadt;18100;8709;9391
30.06.2021;14524040;      Crinitzberg;1847;911;936
30.06.2021;14524050;      Dennheritz;1293;649;644
30.06.2021;14524060;      Fraureuth;5032;2433;2599
30.06.2021;14524070;      Gersdorf;3870;1869;2001
30.06.2021;14524080;      Glauchau, Stadt;21979;10780;11199
30.06.2021;14524090;      Hartenstein, Stadt;4491;2185;2306
30.06.2021;14524100;      Hartmannsdorf b. Kirchberg;1351;655;696
30.06.2021;14524110;      Hirschfeld;1112;560;552
30.06.2021;14524120;      Hohenstein-Ernstthal, Stadt;14156;6797;7359
30.06.2021;14524130;      Kirchberg, Stadt;8121;3957;4164
30.06.2021;14524140;      Langenbernsdorf;3539;1792;1747
30.06.2021;14524150;      Langenweißbach;2459;1221;1238
30.06.2021;14524160;      Lichtenstein/Sa., Stadt;11005;5290;5715
30.06.2021;14524170;      Lichtentanne;6235;2971;3264
30.06.2021;14524180;      Limbach-Oberfrohna, Stadt;23702;11594;12108
30.06.2021;14524190;      Meerane, Stadt;13869;6710;7159
30.06.2021;14524200;      Mülsen;10856;5345;5511
30.06.2021;14524210;      Neukirchen/Pleiße;3874;1895;1979
30.06.2021;14524220;      Niederfrohna;2239;1127;1112
30.06.2021;14524230;      Oberlungwitz, Stadt;5867;2848;3019
30.06.2021;14524240;      Oberwiera;1019;496;523
30.06.2021;14524250;      Reinsdorf;7333;3595;3738
30.06.2021;14524260;      Remse;1642;814;828
30.06.2021;14524270;      Schönberg;876;440;436
30.06.2021;14524280;      St. Egidien;3228;1633;1595
30.06.2021;14524290;      Waldenburg, Stadt;4028;1973;2055
30.06.2021;14524300;      Werdau, Stadt;20459;10175;10284
30.06.2021;14524310;      Wildenfels, Stadt;3559;1804;1755
30.06.2021;14524320;      Wilkau-Haßlau, Stadt;9514;4512;5002
30.06.2021;14524330;      Zwickau, Stadt;87018;42447;44571
30.06.2021;146;  Dresden, NUTS 2-Region;1585283;783653;801630
30.06.2021;14612;    Dresden, Stadt;554800;276163;278637
30.06.2021;14612000;      Dresden, Stadt;554800;276163;278637
30.06.2021;14625;    Bautzen, Landkreis;297246;146881;150365
30.06.2021;14625010;      Arnsdorf;4915;2583;2332
30.06.2021;14625020;      Bautzen, Stadt;37995;18367;19628
30.06.2021;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);6315;3126;3189
30.06.2021;14625040;      Bischofswerda, Stadt;10698;5132;5566
30.06.2021;14625060;      Burkau;2614;1325;1289
30.06.2021;14625080;      Crostwitz;1028;493;535
30.06.2021;14625090;      Cunewalde;4578;2264;2314
30.06.2021;14625100;      Demitz-Thumitz;2640;1318;1322
30.06.2021;14625110;      Doberschau-Gaußig;4167;2115;2052
30.06.2021;14625120;      Elsterheide;3450;1744;1706
30.06.2021;14625130;      Elstra, Stadt;2688;1376;1312
30.06.2021;14625140;      Frankenthal;918;439;479
30.06.2021;14625150;      Göda;2979;1481;1498
30.06.2021;14625160;      Großdubrau;4217;2119;2098
30.06.2021;14625170;      Großharthau;2860;1411;1449
30.06.2021;14625180;      Großnaundorf;948;470;478
30.06.2021;14625190;      Großpostwitz/O.L.;2727;1352;1375
30.06.2021;14625200;      Großröhrsdorf, Stadt;9679;4796;4883
30.06.2021;14625220;      Haselbachtal;3977;2006;1971
30.06.2021;14625230;      Hochkirch;2258;1128;1130
30.06.2021;14625240;      Hoyerswerda, Stadt;31502;15132;16370
30.06.2021;14625250;      Kamenz, Stadt;17024;8512;8512
30.06.2021;14625270;      Königsbrück, Stadt;4582;2247;2335
30.06.2021;14625280;      Königswartha;3393;1709;1684
30.06.2021;14625290;      Kubschütz;2506;1284;1222
30.06.2021;14625300;      Laußnitz;1841;944;897
30.06.2021;14625310;      Lauta, Stadt;8178;4029;4149
30.06.2021;14625320;      Lichtenberg (Landkreis Bautzen);1636;832;804
30.06.2021;14625330;      Lohsa;5172;2534;2638
30.06.2021;14625340;      Malschwitz;4639;2346;2293
30.06.2021;14625350;      Nebelschütz;1198;605;593
30.06.2021;14625360;      Neschwitz;2412;1198;1214
30.06.2021;14625370;      Neukirch;1607;816;791
30.06.2021;14625380;      Neukirch/Lausitz;4788;2358;2430
30.06.2021;14625390;      Obergurig;2092;1026;1066
30.06.2021;14625410;      Ohorn;2453;1235;1218
30.06.2021;14625420;      Oßling;2246;1165;1081
30.06.2021;14625430;      Ottendorf-Okrilla;9966;4993;4973
30.06.2021;14625440;      Panschwitz-Kuckau;2047;970;1077
30.06.2021;14625450;      Pulsnitz, Stadt;7376;3595;3781
30.06.2021;14625460;      Puschwitz;790;396;394
30.06.2021;14625470;      Räckelwitz;1135;576;559
30.06.2021;14625480;      Radeberg, Stadt;18641;9132;9509
30.06.2021;14625490;      Radibor;3146;1582;1564
30.06.2021;14625500;      Ralbitz-Rosenthal;1706;907;799
30.06.2021;14625510;      Rammenau;1343;684;659
30.06.2021;14625525;      Schirgiswalde-Kirschau, Stadt;6137;3085;3052
30.06.2021;14625530;      Schmölln-Putzkau;2974;1486;1488
30.06.2021;14625550;      Schwepnitz;2447;1241;1206
30.06.2021;14625560;      Sohland a. d. Spree;6597;3298;3299
30.06.2021;14625570;      Spreetal;1820;901;919
30.06.2021;14625580;      Steina;1654;831;823
30.06.2021;14625590;      Steinigtwolmsdorf;2804;1425;1379
30.06.2021;14625600;      Wachau;4260;2169;2091
30.06.2021;14625610;      Weißenberg, Stadt;3037;1537;1500
30.06.2021;14625630;      Wilthen, Stadt;4716;2249;2467
30.06.2021;14625640;      Wittichenau, Stadt;5730;2807;2923
30.06.2021;14626;    Görlitz, Landkreis;249116;122059;127057
30.06.2021;14626010;      Bad Muskau, Stadt;3661;1792;1869
30.06.2021;14626020;      Beiersdorf;1120;550;570
30.06.2021;14626030;      Bernstadt a. d. Eigen, Stadt;3267;1648;1619
30.06.2021;14626050;      Bertsdorf-Hörnitz;2055;1029;1026
30.06.2021;14626060;      Boxberg/O.L.;4317;2146;2171
30.06.2021;14626070;      Dürrhennersdorf;953;474;479
30.06.2021;14626085;      Ebersbach-Neugersdorf, Stadt;11569;5571;5998
30.06.2021;14626100;      Gablenz;1582;769;813
30.06.2021;14626110;      Görlitz, Stadt;55534;26827;28707
30.06.2021;14626120;      Groß Düben;1074;550;524
30.06.2021;14626140;      Großschönau;5252;2568;2684
30.06.2021;14626150;      Großschweidnitz;1275;684;591
30.06.2021;14626160;      Hähnichen;1233;626;607
30.06.2021;14626170;      Hainewalde;1517;749;768
30.06.2021;14626180;      Herrnhut, Stadt;5754;2849;2905
30.06.2021;14626190;      Hohendubrau;1857;939;918
30.06.2021;14626200;      Horka;1659;843;816
30.06.2021;14626210;      Jonsdorf, Kurort;1496;707;789
30.06.2021;14626230;      Kodersdorf;2358;1179;1179
30.06.2021;14626240;      Königshain;1165;596;569
30.06.2021;14626245;      Kottmar;7126;3499;3627
30.06.2021;14626250;      Krauschwitz i.d. O.L.;3392;1685;1707
30.06.2021;14626260;      Kreba-Neudorf;852;432;420
30.06.2021;14626270;      Lawalde;1800;875;925
30.06.2021;14626280;      Leutersdorf;3477;1727;1750
30.06.2021;14626290;      Löbau, Stadt;14292;6933;7359
30.06.2021;14626300;      Markersdorf;3881;1965;1916
30.06.2021;14626310;      Mittelherwigsdorf;3565;1772;1793
30.06.2021;14626320;      Mücka;954;477;477
30.06.2021;14626330;      Neißeaue;1696;831;865
30.06.2021;14626350;      Neusalza-Spremberg, Stadt;3220;1598;1622
30.06.2021;14626370;      Niesky, Stadt;9145;4434;4711
30.06.2021;14626390;      Oderwitz;4916;2391;2525
30.06.2021;14626400;      Olbersdorf;4519;2171;2348
30.06.2021;14626410;      Oppach;2325;1121;1204
30.06.2021;14626420;      Ostritz, Stadt;2215;1085;1130
30.06.2021;14626430;      Oybin;1339;676;663
30.06.2021;14626440;      Quitzdorf am See;1243;630;613
30.06.2021;14626450;      Reichenbach/O.L., Stadt;4889;2422;2467
30.06.2021;14626460;      Rietschen;2510;1212;1298
30.06.2021;14626470;      Rosenbach;1556;806;750
30.06.2021;14626480;      Rothenburg/O.L., Stadt;4410;2226;2184
30.06.2021;14626490;      Schleife;2409;1163;1246
30.06.2021;14626500;      Schönau-Berzdorf a. d. Eigen;1471;736;735
30.06.2021;14626510;      Schönbach;1080;556;524
30.06.2021;14626520;      Schöpstal;2391;1207;1184
30.06.2021;14626530;      Seifhennersdorf, Stadt;3630;1781;1849
30.06.2021;14626560;      Trebendorf;820;409;411
30.06.2021;14626570;      Vierkirchen;1646;826;820
30.06.2021;14626580;      Waldhufen;2394;1218;1176
30.06.2021;14626590;      Weißkeißel;1243;632;611
30.06.2021;14626600;      Weißwasser/O.L., Stadt;15472;7387;8085
30.06.2021;14626610;      Zittau, Stadt;24540;12080;12460
30.06.2021;14627;    Meißen, Landkreis;239815;117824;121991
30.06.2021;14627010;      Coswig, Stadt;20511;9829;10682
30.06.2021;14627020;      Diera-Zehren;3226;1626;1600
30.06.2021;14627030;      Ebersbach (Landkreis Meißen);4340;2202;2138
30.06.2021;14627040;      Glaubitz;2050;1155;895
30.06.2021;14627050;      Gröditz, Stadt;6889;3413;3476
30.06.2021;14627060;      Großenhain, Stadt;18026;8896;9130
30.06.2021;14627070;      Hirschstein;1965;1009;956
30.06.2021;14627080;      Käbschütztal;2749;1366;1383
30.06.2021;14627100;      Klipphausen;10305;5251;5054
30.06.2021;14627110;      Lampertswalde;2500;1269;1231
30.06.2021;14627130;      Lommatzsch, Stadt;4804;2322;2482
30.06.2021;14627140;      Meißen, Stadt;28162;13586;14576
30.06.2021;14627150;      Moritzburg;8383;4126;4257
30.06.2021;14627170;      Niederau;4074;2015;2059
30.06.2021;14627180;      Nossen, Stadt;10490;5255;5235
30.06.2021;14627190;      Nünchritz;5436;2678;2758
30.06.2021;14627200;      Priestewitz;3181;1659;1522
30.06.2021;14627210;      Radebeul, Stadt;33936;16343;17593
30.06.2021;14627220;      Radeburg, Stadt;7243;3586;3657
30.06.2021;14627230;      Riesa, Stadt;28984;13973;15011
30.06.2021;14627240;      Röderaue;2562;1276;1286
30.06.2021;14627250;      Schönfeld;1808;912;896
30.06.2021;14627260;      Stauchitz;3109;1581;1528
30.06.2021;14627270;      Strehla, Stadt;3684;1778;1906
30.06.2021;14627290;      Thiendorf;3829;1960;1869
30.06.2021;14627310;      Weinböhla;10406;5094;5312
30.06.2021;14627340;      Wülknitz;1658;851;807
