"Notes","Month","Month Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"Jun., 2004","2004/06","55-59 years","55-59",9681,Not Applicable,Not Applicable
,"Jun., 2004","2004/06","60-64 years ","60-64",11364,Not Applicable,Not Applicable
,"Jun., 2004","2004/06","65-69 years","65-69",13580,Not Applicable,Not Applicable
,"Jun., 2004","2004/06","70-74 years","70-74",17865,Not Applicable,Not Applicable
,"Jun., 2004","2004/06","75-79 years","75-79",24054,Not Applicable,Not Applicable
,"Jun., 2004","2004/06","80-84 years","80-84",28522,Not Applicable,Not Applicable
,"Jun., 2004","2004/06","85-89 years","85-89",25655,Not Applicable,Not Applicable
,"Jun., 2004","2004/06","90-94 years","90-94",16900,Not Applicable,Not Applicable
,"Jun., 2004","2004/06","95-99 years","95-99",6513,Not Applicable,Not Applicable
,"Jun., 2004","2004/06","100+ years","100+",1372,Not Applicable,Not Applicable
,"Jun., 2004","2004/06","Not Stated","NS",32,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","< 1 year","1",2463,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","1-4 years","1-4",439,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","5-9 years","5-9",286,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","10-14 years","10-14",360,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","15-19 years","15-19",1265,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","20-24 years","20-24",1882,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","25-29 years","25-29",1740,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","30-34 years","30-34",1900,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","35-39 years","35-39",2767,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","40-44 years","40-44",4478,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","45-49 years","45-49",6595,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","50-54 years","50-54",8471,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","55-59 years","55-59",9949,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","60-64 years ","60-64",11710,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","65-69 years","65-69",13938,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","70-74 years","70-74",18066,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","75-79 years","75-79",24425,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","80-84 years","80-84",29009,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","85-89 years","85-89",25654,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","90-94 years","90-94",17259,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","95-99 years","95-99",6756,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","100+ years","100+",1291,Not Applicable,Not Applicable
,"Jul., 2004","2004/07","Not Stated","NS",29,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","< 1 year","1",2319,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","1-4 years","1-4",396,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","5-9 years","5-9",252,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","10-14 years","10-14",340,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","15-19 years","15-19",1249,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","20-24 years","20-24",1789,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","25-29 years","25-29",1702,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","30-34 years","30-34",1902,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","35-39 years","35-39",2721,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","40-44 years","40-44",4443,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","45-49 years","45-49",6431,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","50-54 years","50-54",8191,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","55-59 years","55-59",10076,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","60-64 years ","60-64",11426,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","65-69 years","65-69",13686,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","70-74 years","70-74",17872,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","75-79 years","75-79",24249,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","80-84 years","80-84",29180,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","85-89 years","85-89",25989,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","90-94 years","90-94",17172,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","95-99 years","95-99",6541,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","100+ years","100+",1432,Not Applicable,Not Applicable
,"Aug., 2004","2004/08","Not Stated","NS",28,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","< 1 year","1",2316,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","1-4 years","1-4",369,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","5-9 years","5-9",213,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","10-14 years","10-14",297,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","15-19 years","15-19",1148,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","20-24 years","20-24",1616,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","25-29 years","25-29",1538,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","30-34 years","30-34",1815,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","35-39 years","35-39",2568,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","40-44 years","40-44",4389,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","45-49 years","45-49",6123,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","50-54 years","50-54",7755,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","55-59 years","55-59",9777,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","60-64 years ","60-64",11480,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","65-69 years","65-69",13312,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","70-74 years","70-74",17505,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","75-79 years","75-79",23450,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","80-84 years","80-84",28431,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","85-89 years","85-89",25320,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","90-94 years","90-94",17210,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","95-99 years","95-99",6375,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","100+ years","100+",1387,Not Applicable,Not Applicable
,"Sep., 2004","2004/09","Not Stated","NS",23,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","< 1 year","1",2424,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","1-4 years","1-4",336,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","5-9 years","5-9",229,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","10-14 years","10-14",355,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","15-19 years","15-19",1127,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","20-24 years","20-24",1623,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","25-29 years","25-29",1612,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","30-34 years","30-34",1883,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","35-39 years","35-39",2709,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","40-44 years","40-44",4383,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","45-49 years","45-49",6509,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","50-54 years","50-54",8527,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","55-59 years","55-59",10053,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","60-64 years ","60-64",11930,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","65-69 years","65-69",14143,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","70-74 years","70-74",18847,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","75-79 years","75-79",25313,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","80-84 years","80-84",30867,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","85-89 years","85-89",27768,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","90-94 years","90-94",18748,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","95-99 years","95-99",7274,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","100+ years","100+",1523,Not Applicable,Not Applicable
,"Oct., 2004","2004/10","Not Stated","NS",30,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","< 1 year","1",2257,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","1-4 years","1-4",314,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","5-9 years","5-9",210,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","10-14 years","10-14",314,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","15-19 years","15-19",1038,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","20-24 years","20-24",1536,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","25-29 years","25-29",1430,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","30-34 years","30-34",1764,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","35-39 years","35-39",2505,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","40-44 years","40-44",4329,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","45-49 years","45-49",6294,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","50-54 years","50-54",8202,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","55-59 years","55-59",10011,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","60-64 years ","60-64",11632,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","65-69 years","65-69",13983,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","70-74 years","70-74",18079,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","75-79 years","75-79",24565,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","80-84 years","80-84",30775,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","85-89 years","85-89",27191,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","90-94 years","90-94",18705,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","95-99 years","95-99",7070,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","100+ years","100+",1578,Not Applicable,Not Applicable
,"Nov., 2004","2004/11","Not Stated","NS",23,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","< 1 year","1",2307,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","1-4 years","1-4",408,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","5-9 years","5-9",245,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","10-14 years","10-14",346,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","15-19 years","15-19",1092,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","20-24 years","20-24",1626,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","25-29 years","25-29",1587,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","30-34 years","30-34",1816,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","35-39 years","35-39",2649,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","40-44 years","40-44",4461,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","45-49 years","45-49",6662,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","50-54 years","50-54",8910,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","55-59 years","55-59",10672,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","60-64 years ","60-64",12979,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","65-69 years","65-69",14903,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","70-74 years","70-74",19659,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","75-79 years","75-79",27172,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","80-84 years","80-84",33369,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","85-89 years","85-89",30477,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","90-94 years","90-94",20922,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","95-99 years","95-99",8033,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","100+ years","100+",1692,Not Applicable,Not Applicable
,"Dec., 2004","2004/12","Not Stated","NS",27,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","< 1 year","1",2355,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","1-4 years","1-4",378,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","5-9 years","5-9",246,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","10-14 years","10-14",310,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","15-19 years","15-19",986,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","20-24 years","20-24",1655,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","25-29 years","25-29",1541,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","30-34 years","30-34",1847,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","35-39 years","35-39",2683,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","40-44 years","40-44",4692,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","45-49 years","45-49",6994,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","50-54 years","50-54",9112,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","55-59 years","55-59",11019,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","60-64 years ","60-64",13349,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","65-69 years","65-69",15769,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","70-74 years","70-74",20732,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","75-79 years","75-79",28969,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","80-84 years","80-84",36088,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","85-89 years","85-89",33377,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","90-94 years","90-94",23290,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","95-99 years","95-99",9025,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","100+ years","100+",1991,Not Applicable,Not Applicable
,"Jan., 2005","2005/01","Not Stated","NS",25,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","< 1 year","1",2170,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","1-4 years","1-4",373,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","5-9 years","5-9",198,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","10-14 years","10-14",278,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","15-19 years","15-19",991,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","20-24 years","20-24",1431,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","25-29 years","25-29",1421,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","30-34 years","30-34",1746,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","35-39 years","35-39",2503,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","40-44 years","40-44",4320,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","45-49 years","45-49",6353,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","50-54 years","50-54",8376,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","55-59 years","55-59",10284,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","60-64 years ","60-64",12314,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","65-69 years","65-69",14378,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","70-74 years","70-74",19847,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","75-79 years","75-79",27218,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","80-84 years","80-84",33922,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","85-89 years","85-89",32101,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","90-94 years","90-94",22474,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","95-99 years","95-99",8783,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","100+ years","100+",1832,Not Applicable,Not Applicable
,"Feb., 2005","2005/02","Not Stated","NS",23,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","< 1 year","1",2529,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","1-4 years","1-4",401,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","5-9 years","5-9",254,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","10-14 years","10-14",312,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","15-19 years","15-19",1155,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","20-24 years","20-24",1662,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","25-29 years","25-29",1529,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","30-34 years","30-34",1882,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","35-39 years","35-39",2721,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","40-44 years","40-44",4663,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","45-49 years","45-49",6929,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","50-54 years","50-54",9066,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","55-59 years","55-59",11235,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","60-64 years ","60-64",13234,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","65-69 years","65-69",15953,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","70-74 years","70-74",21228,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","75-79 years","75-79",29255,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","80-84 years","80-84",36943,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","85-89 years","85-89",34463,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","90-94 years","90-94",24043,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","95-99 years","95-99",9580,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","100+ years","100+",2042,Not Applicable,Not Applicable
,"Mar., 2005","2005/03","Not Stated","NS",16,Not Applicable,Not Applicable
