year,age_group,jurisdiction,population
2000,0-64,Schleswig-Holstein,36889
2000,0-64,Thüringen,38745
2000,0-64,Baden-Württemberg,137922
2000,0-64,Bayern,159740
2000,0-64,Berlin,46741
2000,0-64,Brandenburg,41836
2000,0-64,Bremen,8625
2000,0-64,Hamburg,20518
2000,0-64,Hessen,82013
2000,0-64,Mecklenburg-Vorpommern,29244
2000,0-64,Niedersachsen,103221
2000,0-64,Nordrhein-Westfalen,240896
2000,0-64,Rheinland-Pfalz,56791
2000,0-64,Saarland,15902
2000,0-64,Sachsen,67551
2000,0-64,Sachsen-Anhalt,41269
2000,0-64,Schleswig-Holstein,35672
2000,0-64,Thüringen,38541
2000,0-64,Baden-Württemberg,139019
2000,0-64,Bayern,162054
2000,0-64,Berlin,46507
2000,0-64,Brandenburg,40752
2000,0-64,Bremen,8669
2000,0-64,Hamburg,20929
2000,0-64,Hessen,82975
2000,0-64,Mecklenburg-Vorpommern,28485
2000,0-64,Niedersachsen,104919
2000,0-64,Nordrhein-Westfalen,240931
2000,0-64,Rheinland-Pfalz,56722
2000,0-64,Saarland,15750
2000,0-64,Sachsen,68574
2000,0-64,Sachsen-Anhalt,41018
2000,0-64,Schleswig-Holstein,35811
2000,0-64,Thüringen,38023
2000,0-64,Baden-Württemberg,135230
2000,0-64,Bayern,157738
2000,0-64,Berlin,47131
2000,0-64,Brandenburg,39772
2000,0-64,Bremen,8746
2000,0-64,Hamburg,20816
2000,0-64,Hessen,81917
2000,0-64,Mecklenburg-Vorpommern,27504
2000,0-64,Niedersachsen,103795
2000,0-64,Nordrhein-Westfalen,233712
2000,0-64,Rheinland-Pfalz,55683
2000,0-64,Saarland,15247
2000,0-64,Sachsen,70310
2000,0-64,Sachsen-Anhalt,39238
2000,0-64,Schleswig-Holstein,35997
2000,0-64,Thüringen,38026
2000,0-64,Baden-Württemberg,137767
2000,0-64,Bayern,160951
2000,0-64,Berlin,49605
2000,0-64,Brandenburg,37453
2000,0-64,Bremen,8903
2000,0-64,Hamburg,21748
2000,0-64,Hessen,84502
2000,0-64,Mecklenburg-Vorpommern,25534
2000,0-64,Niedersachsen,105436
2000,0-64,Nordrhein-Westfalen,237339
2000,0-64,Rheinland-Pfalz,56804
2000,0-64,Saarland,15717
2000,0-64,Sachsen,67453
2000,0-64,Sachsen-Anhalt,38754
2000,0-64,Schleswig-Holstein,36537
2000,0-64,Thüringen,36195
2000,0-64,Baden-Württemberg,135419
2000,0-64,Bayern,158062
2000,0-64,Berlin,46533
2000,0-64,Brandenburg,31583
2000,0-64,Bremen,9059
2000,0-64,Hamburg,21777
2000,0-64,Hessen,84548
2000,0-64,Mecklenburg-Vorpommern,21985
2000,0-64,Niedersachsen,104064
2000,0-64,Nordrhein-Westfalen,236575
2000,0-64,Rheinland-Pfalz,55545
2000,0-64,Saarland,16013
2000,0-64,Sachsen,59260
2000,0-64,Sachsen-Anhalt,34569
2000,0-64,Schleswig-Holstein,36728
2000,0-64,Thüringen,32371
2000,0-64,Baden-Württemberg,127121
2000,0-64,Bayern,152105
2000,0-64,Berlin,42947
2000,0-64,Brandenburg,27420
2000,0-64,Bremen,8506
2000,0-64,Hamburg,21458
2000,0-64,Hessen,80276
2000,0-64,Mecklenburg-Vorpommern,19141
2000,0-64,Niedersachsen,97191
2000,0-64,Nordrhein-Westfalen,219480
2000,0-64,Rheinland-Pfalz,48348
2000,0-64,Saarland,14242
2000,0-64,Sachsen,47562
2000,0-64,Sachsen-Anhalt,29318
2000,0-64,Schleswig-Holstein,36297
2000,0-64,Thüringen,28031
2000,0-64,Baden-Württemberg,119176
2000,0-64,Bayern,150221
2000,0-64,Berlin,40196
2000,0-64,Brandenburg,26376
2000,0-64,Bremen,8197
2000,0-64,Hamburg,20613
2000,0-64,Hessen,75814
2000,0-64,Mecklenburg-Vorpommern,17915
2000,0-64,Niedersachsen,89510
2000,0-64,Nordrhein-Westfalen,203762
2000,0-64,Rheinland-Pfalz,43251
2000,0-64,Saarland,11562
2000,0-64,Sachsen,47540
2000,0-64,Sachsen-Anhalt,28711
2000,0-64,Schleswig-Holstein,34051
2000,0-64,Thüringen,26719
2000,0-64,Baden-Württemberg,105188
2000,0-64,Bayern,134055
2000,0-64,Berlin,32081
2000,0-64,Brandenburg,17818
2000,0-64,Bremen,8130
2000,0-64,Hamburg,19587
2000,0-64,Hessen,65678
2000,0-64,Mecklenburg-Vorpommern,11860
2000,0-64,Niedersachsen,84832
2000,0-64,Nordrhein-Westfalen,188604
2000,0-64,Rheinland-Pfalz,39019
2000,0-64,Saarland,9548
2000,0-64,Sachsen,35855
2000,0-64,Sachsen-Anhalt,23475
2000,0-64,Schleswig-Holstein,32250
2000,0-64,Thüringen,22322
2000,0-64,Baden-Württemberg,92201
2000,0-64,Bayern,109334
2000,0-64,Berlin,36110
2000,0-64,Brandenburg,21209
2000,0-64,Bremen,6754
2000,0-64,Hamburg,17681
2000,0-64,Hessen,55665
2000,0-64,Mecklenburg-Vorpommern,12736
2000,0-64,Niedersachsen,67544
2000,0-64,Nordrhein-Westfalen,162152
2000,0-64,Rheinland-Pfalz,33115
2000,0-64,Saarland,8926
2000,0-64,Sachsen,42702
2000,0-64,Sachsen-Anhalt,23858
2000,0-64,Schleswig-Holstein,26956
2000,0-64,Thüringen,21006
2000,0-64,Baden-Württemberg,119420
2000,0-64,Bayern,141306
2000,0-64,Berlin,47593
2000,0-64,Brandenburg,31874
2000,0-64,Bremen,8488
2000,0-64,Hamburg,22234
2000,0-64,Hessen,74255
2000,0-64,Mecklenburg-Vorpommern,19198
2000,0-64,Niedersachsen,90567
2000,0-64,Nordrhein-Westfalen,208987
2000,0-64,Rheinland-Pfalz,43505
2000,0-64,Saarland,12143
2000,0-64,Sachsen,62148
2000,0-64,Sachsen-Anhalt,33654
2000,0-64,Schleswig-Holstein,35838
2000,0-64,Thüringen,30643
2000,0-64,Baden-Württemberg,121186
2000,0-64,Bayern,142261
2000,0-64,Berlin,49935
2000,0-64,Brandenburg,34484
2000,0-64,Bremen,8811
2000,0-64,Hamburg,22450
2000,0-64,Hessen,73908
2000,0-64,Mecklenburg-Vorpommern,21122
2000,0-64,Niedersachsen,94286
2000,0-64,Nordrhein-Westfalen,210955
2000,0-64,Rheinland-Pfalz,43646
2000,0-64,Saarland,11878
2000,0-64,Sachsen,61667
2000,0-64,Sachsen-Anhalt,34975
2000,0-64,Schleswig-Holstein,37352
2000,0-64,Thüringen,31055
2000,0-64,Baden-Württemberg,120314
2000,0-64,Bayern,139210
2000,0-64,Berlin,47562
2000,0-64,Brandenburg,33611
2000,0-64,Bremen,8771
2000,0-64,Hamburg,22080
2000,0-64,Hessen,70485
2000,0-64,Mecklenburg-Vorpommern,20750
2000,0-64,Niedersachsen,92356
2000,0-64,Nordrhein-Westfalen,207209
2000,0-64,Rheinland-Pfalz,42966
2000,0-64,Saarland,11769
2000,0-64,Sachsen,57438
2000,0-64,Sachsen-Anhalt,34816
2000,0-64,Schleswig-Holstein,36395
2000,0-64,Thüringen,29345
2000,0-64,Baden-Württemberg,143608
2000,0-64,Bayern,168893
2000,0-64,Berlin,55052
2000,0-64,Brandenburg,42572
2000,0-64,Bremen,9830
2000,0-64,Hamburg,24974
2000,0-64,Hessen,84596
2000,0-64,Mecklenburg-Vorpommern,26917
2000,0-64,Niedersachsen,112882
2000,0-64,Nordrhein-Westfalen,246193
2000,0-64,Rheinland-Pfalz,53727
2000,0-64,Saarland,15181
2000,0-64,Sachsen,71875
2000,0-64,Sachsen-Anhalt,42889
2000,0-64,Schleswig-Holstein,44013
2000,0-64,Thüringen,37800
2000,0-64,Baden-Württemberg,150954
2000,0-64,Bayern,181050
2000,0-64,Berlin,53020
2000,0-64,Brandenburg,43035
2000,0-64,Bremen,10288
2000,0-64,Hamburg,25654
2000,0-64,Hessen,90799
2000,0-64,Mecklenburg-Vorpommern,27644
2000,0-64,Niedersachsen,119009
2000,0-64,Nordrhein-Westfalen,266801
2000,0-64,Rheinland-Pfalz,58803
2000,0-64,Saarland,16040
2000,0-64,Sachsen,74269
