"iso3c","chart_type","type","window"
"ISR","fluseason","asmr_usa","9"
"ITA","fluseason","asmr_usa","6"
"JAM","fluseason","asmr_usa",
"JEY","fluseason","asmr_usa",
"JOR","fluseason","asmr_usa",
"JPN","fluseason","asmr_usa",
"KAZ","fluseason","asmr_usa",
"KEN","fluseason","asmr_usa",
"KGZ","fluseason","asmr_usa",
"KHM","fluseason","asmr_usa",
"KIR","fluseason","asmr_usa",
"KNA","fluseason","asmr_usa",
"KOR","fluseason","asmr_usa","5"
"KWT","fluseason","asmr_usa",
"LAO","fluseason","asmr_usa",
"LBN","fluseason","asmr_usa",
"LBR","fluseason","asmr_usa",
"LBY","fluseason","asmr_usa",
"LCA","fluseason","asmr_usa",
"LIE","fluseason","asmr_usa","11"
"LKA","fluseason","asmr_usa",
"LSO","fluseason","asmr_usa",
"LTU","fluseason","asmr_usa","12"
"LUX","fluseason","asmr_usa","6"
"LVA","fluseason","asmr_usa","5"
"MAC","fluseason","asmr_usa",
"MAF","fluseason","asmr_usa",
"MAR","fluseason","asmr_usa",
"MCO","fluseason","asmr_usa",
"MDA","fluseason","asmr_usa",
"MDG","fluseason","asmr_usa",
"MDV","fluseason","asmr_usa",
"MEX","fluseason","asmr_usa",
"MHL","fluseason","asmr_usa",
"MKD","fluseason","asmr_usa",
"MLI","fluseason","asmr_usa",
"MLT","fluseason","asmr_usa","6"
"MMR","fluseason","asmr_usa",
"MNE","fluseason","asmr_usa","12"
"MNG","fluseason","asmr_usa",
"MNP","fluseason","asmr_usa",
"MOZ","fluseason","asmr_usa",
"MRT","fluseason","asmr_usa",
"MTQ","fluseason","asmr_usa",
"MUS","fluseason","asmr_usa",
"MWI","fluseason","asmr_usa",
"MYS","fluseason","asmr_usa",
"MYT","fluseason","asmr_usa",
"NAM","fluseason","asmr_usa",
"NCL","fluseason","asmr_usa",
"NER","fluseason","asmr_usa",
"NGA","fluseason","asmr_usa",
"NIC","fluseason","asmr_usa",
"NLD","fluseason","asmr_usa","5"
"NOR","fluseason","asmr_usa","12"
"NPL","fluseason","asmr_usa",
"NZL","fluseason","asmr_usa","6"
"OMN","fluseason","asmr_usa",
"PAK","fluseason","asmr_usa",
"PAN","fluseason","asmr_usa",
"PER","fluseason","asmr_usa",
"PHL","fluseason","asmr_usa",
"PLW","fluseason","asmr_usa",
"PNG","fluseason","asmr_usa",
"POL","fluseason","asmr_usa","5"
"PRI","fluseason","asmr_usa",
"PRK","fluseason","asmr_usa",
"PRT","fluseason","asmr_usa","7"
"PRY","fluseason","asmr_usa",
"PSE","fluseason","asmr_usa",
"PYF","fluseason","asmr_usa",
"QAT","fluseason","asmr_usa",
"REU","fluseason","asmr_usa",
"ROU","fluseason","asmr_usa",
"RUS","fluseason","asmr_usa","7"
"RWA","fluseason","asmr_usa",
"SAU","fluseason","asmr_usa",
"SDN","fluseason","asmr_usa",
"SEN","fluseason","asmr_usa",
"SGP","fluseason","asmr_usa",
"SLB","fluseason","asmr_usa",
"SLE","fluseason","asmr_usa",
"SLV","fluseason","asmr_usa",
"SMR","fluseason","asmr_usa",
"SOM","fluseason","asmr_usa",
"SRB","fluseason","asmr_usa","8"
"SSD","fluseason","asmr_usa",
"STP","fluseason","asmr_usa",
"SUR","fluseason","asmr_usa",
"SVK","fluseason","asmr_usa","6"
"SVN","fluseason","asmr_usa","5"
"SWE","fluseason","asmr_usa","7"
"SWZ","fluseason","asmr_usa",
"SXM","fluseason","asmr_usa",
"SYC","fluseason","asmr_usa",
"SYR","fluseason","asmr_usa",
"TCA","fluseason","asmr_usa",
"TCD","fluseason","asmr_usa",
"TGO","fluseason","asmr_usa",
"THA","fluseason","asmr_usa",
"TJK","fluseason","asmr_usa",
"TKL","fluseason","asmr_usa",
"TKM","fluseason","asmr_usa",
"TLS","fluseason","asmr_usa",
"TON","fluseason","asmr_usa",
"TTO","fluseason","asmr_usa",
"TUN","fluseason","asmr_usa",
"TUR","fluseason","asmr_usa",
"TUV","fluseason","asmr_usa",
"TWN","fluseason","asmr_usa","6"
"TZA","fluseason","asmr_usa",
"UGA","fluseason","asmr_usa",
"UKR","fluseason","asmr_usa",
"URY","fluseason","asmr_usa",
"USA","fluseason","asmr_usa","5"
"USA-AK","fluseason","asmr_usa","10"
"USA-AL","fluseason","asmr_usa","5"
"USA-AR","fluseason","asmr_usa","5"
"USA-AZ","fluseason","asmr_usa","5"
"USA-CA","fluseason","asmr_usa","5"
"USA-CO","fluseason","asmr_usa","5"
"USA-CT","fluseason","asmr_usa","5"
"USA-DC","fluseason","asmr_usa","5"
"USA-DE","fluseason","asmr_usa","5"
"USA-FL","fluseason","asmr_usa","5"
"USA-GA","fluseason","asmr_usa","6"
"USA-HI","fluseason","asmr_usa","5"
"USA-IA","fluseason","asmr_usa","6"
"USA-ID","fluseason","asmr_usa","5"
"USA-IL","fluseason","asmr_usa","5"
"USA-IN","fluseason","asmr_usa","5"
"USA-KS","fluseason","asmr_usa","5"
"USA-KY","fluseason","asmr_usa","5"
"USA-LA","fluseason","asmr_usa","6"
"USA-MA","fluseason","asmr_usa","5"
"USA-MD","fluseason","asmr_usa","5"
"USA-ME","fluseason","asmr_usa","5"
"USA-MI","fluseason","asmr_usa","5"
"USA-MN","fluseason","asmr_usa","5"
"USA-MO","fluseason","asmr_usa","5"
"USA-MS","fluseason","asmr_usa","5"
"USA-MT","fluseason","asmr_usa","6"
"USA-NC","fluseason","asmr_usa","5"
"USA-ND","fluseason","asmr_usa","5"
"USA-NE","fluseason","asmr_usa","6"
"USA-NH","fluseason","asmr_usa","5"
"USA-NJ","fluseason","asmr_usa","5"
"USA-NM","fluseason","asmr_usa","5"
"USA-NV","fluseason","asmr_usa","5"
"USA-NY","fluseason","asmr_usa","5"
"USA-OH","fluseason","asmr_usa","5"
"USA-OK","fluseason","asmr_usa","6"
"USA-OR","fluseason","asmr_usa","5"
"USA-PA","fluseason","asmr_usa","5"
"USA-RI","fluseason","asmr_usa","5"
"USA-SC","fluseason","asmr_usa","5"
"USA-SD","fluseason","asmr_usa","5"
"USA-TN","fluseason","asmr_usa","5"
"USA-TX","fluseason","asmr_usa","6"
"USA-UT","fluseason","asmr_usa","5"
"USA-VA","fluseason","asmr_usa","5"
"USA-VT","fluseason","asmr_usa","5"
"USA-WA","fluseason","asmr_usa","7"
"USA-WI","fluseason","asmr_usa","5"
"USA-WV","fluseason","asmr_usa","5"
"USA-WY","fluseason","asmr_usa","6"
"UZB","fluseason","asmr_usa",
"VCT","fluseason","asmr_usa",
"VEN","fluseason","asmr_usa",
"VGB","fluseason","asmr_usa",
"VIR","fluseason","asmr_usa",
"VNM","fluseason","asmr_usa",
"VUT","fluseason","asmr_usa",
"WSM","fluseason","asmr_usa",
"XKX","fluseason","asmr_usa",
"YEM","fluseason","asmr_usa",
"ZAF","fluseason","asmr_usa",
"ZMB","fluseason","asmr_usa",
"ZWE","fluseason","asmr_usa",
"ALB","fluseason","asmr_country",
"ABW","fluseason","asmr_country",
"AFG","fluseason","asmr_country",
"AGO","fluseason","asmr_country",
"AND","fluseason","asmr_country","5"
"ARE","fluseason","asmr_country",
"ARG","fluseason","asmr_country",
"ARM","fluseason","asmr_country",
"ASM","fluseason","asmr_country",
"ATG","fluseason","asmr_country",
"AUS","fluseason","asmr_country",
"AUT","fluseason","asmr_country","5"
"AZE","fluseason","asmr_country",
"BDI","fluseason","asmr_country",
"BEL","fluseason","asmr_country","6"
"BEN","fluseason","asmr_country",
"BES","fluseason","asmr_country",
"BFA","fluseason","asmr_country",
"BGD","fluseason","asmr_country",
"BGR","fluseason","asmr_country","6"
"BHR","fluseason","asmr_country",
"BHS","fluseason","asmr_country",
"BIH","fluseason","asmr_country",
"BLR","fluseason","asmr_country",
"BLZ","fluseason","asmr_country",
"BMU","fluseason","asmr_country",
"BOL","fluseason","asmr_country",
"BRA","fluseason","asmr_country",
"BRB","fluseason","asmr_country",
"BRN","fluseason","asmr_country",
"BTN","fluseason","asmr_country",
"BWA","fluseason","asmr_country",
"CAF","fluseason","asmr_country",
"CAN","fluseason","asmr_country","5"
"CHE","fluseason","asmr_country","5"
"CHL","fluseason","asmr_country",
"CHN","fluseason","asmr_country",
"CIV","fluseason","asmr_country",
"CMR","fluseason","asmr_country",
"COD","fluseason","asmr_country",
"COG","fluseason","asmr_country",
"COK","fluseason","asmr_country",
"COL","fluseason","asmr_country",
"COM","fluseason","asmr_country",
"CPV","fluseason","asmr_country",
"CRI","fluseason","asmr_country",
"CUB","fluseason","asmr_country",
"CUW","fluseason","asmr_country",
"CYM","fluseason","asmr_country",
"CYP","fluseason","asmr_country",
"CZE","fluseason","asmr_country","10"
"DEU","fluseason","asmr_country","6"
"DEU-BB","fluseason","asmr_country","11"
"DEU-BE","fluseason","asmr_country","11"
"DEU-BW","fluseason","asmr_country","11"
"DEU-BY","fluseason","asmr_country","11"
"DEU-HB","fluseason","asmr_country","12"
"DEU-HE","fluseason","asmr_country","6"
"DEU-HH","fluseason","asmr_country","11"
"DEU-MV","fluseason","asmr_country","11"
"DEU-NI","fluseason","asmr_country","11"
"DEU-NW","fluseason","asmr_country","8"
"DEU-RP","fluseason","asmr_country","11"
"DEU-SH","fluseason","asmr_country","7"
"DEU-SL","fluseason","asmr_country","7"
"DEU-SN","fluseason","asmr_country","11"
"DEU-ST","fluseason","asmr_country","11"
"DEU-TH","fluseason","asmr_country","9"
"DJI","fluseason","asmr_country",
"DMA","fluseason","asmr_country",
"DNK","fluseason","asmr_country","5"
"DOM","fluseason","asmr_country",
"DZA","fluseason","asmr_country",
"ECU","fluseason","asmr_country",
"EGY","fluseason","asmr_country",
"ERI","fluseason","asmr_country",
"ESH","fluseason","asmr_country",
"ESP","fluseason","asmr_country","6"
"EST","fluseason","asmr_country","5"
"ETH","fluseason","asmr_country",
"FIN","fluseason","asmr_country","5"
"FJI","fluseason","asmr_country",
"FLK","fluseason","asmr_country",
"FRA","fluseason","asmr_country","7"
"FRO","fluseason","asmr_country",
"FSM","fluseason","asmr_country",
"GAB","fluseason","asmr_country",
"GBR","fluseason","asmr_country",
"GBRTENW","fluseason","asmr_country","5"
"GBR_NIR","fluseason","asmr_country",
"GBR_SCO","fluseason","asmr_country","5"
"GEO","fluseason","asmr_country",
"GGY","fluseason","asmr_country",
"GHA","fluseason","asmr_country",
"GIB","fluseason","asmr_country",
"GIN","fluseason","asmr_country",
"GLP","fluseason","asmr_country",
"GMB","fluseason","asmr_country",
"GNB","fluseason","asmr_country",
"GNQ","fluseason","asmr_country",
"GRC","fluseason","asmr_country",
"GRD","fluseason","asmr_country",
"GRL","fluseason","asmr_country",
"GTM","fluseason","asmr_country",
"GUF","fluseason","asmr_country",
"GUM","fluseason","asmr_country",
"GUY","fluseason","asmr_country",
"HKG","fluseason","asmr_country",
"HND","fluseason","asmr_country",
"HRV","fluseason","asmr_country","12"
"HTI","fluseason","asmr_country",
"HUN","fluseason","asmr_country","12"
"IDN","fluseason","asmr_country",
"IMN","fluseason","asmr_country",
"IND","fluseason","asmr_country",
"IRL","fluseason","asmr_country",
"IRN","fluseason","asmr_country",
"IRQ","fluseason","asmr_country",
"ISL","fluseason","asmr_country","10"
"ISR","fluseason","asmr_country","6"
"ITA","fluseason","asmr_country","6"
"JAM","fluseason","asmr_country",
"JEY","fluseason","asmr_country",
"JOR","fluseason","asmr_country",
"JPN","fluseason","asmr_country",
"KAZ","fluseason","asmr_country",
"KEN","fluseason","asmr_country",
"KGZ","fluseason","asmr_country",
"KHM","fluseason","asmr_country",
"KIR","fluseason","asmr_country",
"KNA","fluseason","asmr_country",
"KOR","fluseason","asmr_country","5"
"KWT","fluseason","asmr_country",
"LAO","fluseason","asmr_country",
"LBN","fluseason","asmr_country",
"LBR","fluseason","asmr_country",
"LBY","fluseason","asmr_country",
"LCA","fluseason","asmr_country",
"LIE","fluseason","asmr_country","11"
"LKA","fluseason","asmr_country",
"LSO","fluseason","asmr_country",
"LTU","fluseason","asmr_country","12"
"LUX","fluseason","asmr_country","6"
"LVA","fluseason","asmr_country","5"
"MAC","fluseason","asmr_country",
"MAF","fluseason","asmr_country",
"MAR","fluseason","asmr_country",
"MCO","fluseason","asmr_country",
"MDA","fluseason","asmr_country",
"MDG","fluseason","asmr_country",
"MDV","fluseason","asmr_country",
"MEX","fluseason","asmr_country",
"MHL","fluseason","asmr_country",
"MKD","fluseason","asmr_country",
"MLI","fluseason","asmr_country",
"MLT","fluseason","asmr_country","6"
"MMR","fluseason","asmr_country",
"MNE","fluseason","asmr_country","12"
"MNG","fluseason","asmr_country",
"MNP","fluseason","asmr_country",
"MOZ","fluseason","asmr_country",
"MRT","fluseason","asmr_country",
"MTQ","fluseason","asmr_country",
"MUS","fluseason","asmr_country",
"MWI","fluseason","asmr_country",
"MYS","fluseason","asmr_country",
"MYT","fluseason","asmr_country",
"NAM","fluseason","asmr_country",
"NCL","fluseason","asmr_country",
"NER","fluseason","asmr_country",
"NGA","fluseason","asmr_country",
"NIC","fluseason","asmr_country",
"NLD","fluseason","asmr_country","5"
"NOR","fluseason","asmr_country","12"
"NPL","fluseason","asmr_country",
"NZL","fluseason","asmr_country","6"
"OMN","fluseason","asmr_country",
"PAK","fluseason","asmr_country",
"PAN","fluseason","asmr_country",
"PER","fluseason","asmr_country",
"PHL","fluseason","asmr_country",
"PLW","fluseason","asmr_country",
"PNG","fluseason","asmr_country",
"POL","fluseason","asmr_country","5"
"PRI","fluseason","asmr_country",
"PRK","fluseason","asmr_country",
"PRT","fluseason","asmr_country","7"
"PRY","fluseason","asmr_country",
"PSE","fluseason","asmr_country",
"PYF","fluseason","asmr_country",
"QAT","fluseason","asmr_country",
"REU","fluseason","asmr_country",
"ROU","fluseason","asmr_country",
"RUS","fluseason","asmr_country","7"
"RWA","fluseason","asmr_country",
"SAU","fluseason","asmr_country",
"SDN","fluseason","asmr_country",
"SEN","fluseason","asmr_country",
"SGP","fluseason","asmr_country",
"SLB","fluseason","asmr_country",
"SLE","fluseason","asmr_country",
"SLV","fluseason","asmr_country",
"SMR","fluseason","asmr_country",
"SOM","fluseason","asmr_country",
"SRB","fluseason","asmr_country","8"
"SSD","fluseason","asmr_country",
"STP","fluseason","asmr_country",
"SUR","fluseason","asmr_country",
"SVK","fluseason","asmr_country","6"
"SVN","fluseason","asmr_country","5"
"SWE","fluseason","asmr_country","7"
"SWZ","fluseason","asmr_country",
"SXM","fluseason","asmr_country",
"SYC","fluseason","asmr_country",
"SYR","fluseason","asmr_country",
"TCA","fluseason","asmr_country",
"TCD","fluseason","asmr_country",
"TGO","fluseason","asmr_country",
"THA","fluseason","asmr_country",
"TJK","fluseason","asmr_country",
"TKL","fluseason","asmr_country",
"TKM","fluseason","asmr_country",
"TLS","fluseason","asmr_country",
"TON","fluseason","asmr_country",
"TTO","fluseason","asmr_country",
"TUN","fluseason","asmr_country",
"TUR","fluseason","asmr_country",
"TUV","fluseason","asmr_country",
"TWN","fluseason","asmr_country","6"
"TZA","fluseason","asmr_country",
"UGA","fluseason","asmr_country",
"UKR","fluseason","asmr_country",
"URY","fluseason","asmr_country",
"USA","fluseason","asmr_country","5"
"USA-AK","fluseason","asmr_country","10"
"USA-AL","fluseason","asmr_country","5"
"USA-AR","fluseason","asmr_country","5"
"USA-AZ","fluseason","asmr_country","5"
"USA-CA","fluseason","asmr_country","5"
"USA-CO","fluseason","asmr_country","5"
"USA-CT","fluseason","asmr_country","5"
"USA-DC","fluseason","asmr_country","5"
"USA-DE","fluseason","asmr_country","5"
"USA-FL","fluseason","asmr_country","5"
"USA-GA","fluseason","asmr_country","6"
"USA-HI","fluseason","asmr_country","6"
"USA-IA","fluseason","asmr_country","5"
"USA-ID","fluseason","asmr_country","5"
"USA-IL","fluseason","asmr_country","5"
"USA-IN","fluseason","asmr_country","5"
"USA-KS","fluseason","asmr_country","5"
"USA-KY","fluseason","asmr_country","5"
"USA-LA","fluseason","asmr_country","6"
"USA-MA","fluseason","asmr_country","5"
"USA-MD","fluseason","asmr_country","5"
"USA-ME","fluseason","asmr_country","5"
"USA-MI","fluseason","asmr_country","5"
"USA-MN","fluseason","asmr_country","5"
"USA-MO","fluseason","asmr_country","5"
"USA-MS","fluseason","asmr_country","5"
"USA-MT","fluseason","asmr_country","7"
"USA-NC","fluseason","asmr_country","5"
"USA-ND","fluseason","asmr_country","6"
"USA-NE","fluseason","asmr_country","6"
"USA-NH","fluseason","asmr_country","5"
"USA-NJ","fluseason","asmr_country","5"
"USA-NM","fluseason","asmr_country","5"
"USA-NV","fluseason","asmr_country","5"
"USA-NY","fluseason","asmr_country","5"
"USA-OH","fluseason","asmr_country","5"
"USA-OK","fluseason","asmr_country","6"
"USA-OR","fluseason","asmr_country","5"
"USA-PA","fluseason","asmr_country","5"
"USA-RI","fluseason","asmr_country","5"
"USA-SC","fluseason","asmr_country","5"
"USA-SD","fluseason","asmr_country","5"
"USA-TN","fluseason","asmr_country","5"
"USA-TX","fluseason","asmr_country","6"
"USA-UT","fluseason","asmr_country","5"
"USA-VA","fluseason","asmr_country","5"
"USA-VT","fluseason","asmr_country","5"
"USA-WA","fluseason","asmr_country","7"
"USA-WI","fluseason","asmr_country","5"
"USA-WV","fluseason","asmr_country","5"
"USA-WY","fluseason","asmr_country","6"
"UZB","fluseason","asmr_country",
"VCT","fluseason","asmr_country",
"VEN","fluseason","asmr_country",
"VGB","fluseason","asmr_country",
"VIR","fluseason","asmr_country",
"VNM","fluseason","asmr_country",
"VUT","fluseason","asmr_country",
"WSM","fluseason","asmr_country",
"XKX","fluseason","asmr_country",
"YEM","fluseason","asmr_country",
"ZAF","fluseason","asmr_country",
"ZMB","fluseason","asmr_country",
"ZWE","fluseason","asmr_country",
"ALB","midyear","deaths","5"
"ABW","midyear","deaths","5"
"AFG","midyear","deaths","7"
"AGO","midyear","deaths","5"
"AND","midyear","deaths","5"
"ARE","midyear","deaths","5"
"ARG","midyear","deaths","7"
"ARM","midyear","deaths","11"
"ASM","midyear","deaths","12"
"ATG","midyear","deaths","5"
"AUS","midyear","deaths","6"
"AUT","midyear","deaths","7"
"AZE","midyear","deaths","5"
"BDI","midyear","deaths","8"
"BEL","midyear","deaths","8"
"BEN","midyear","deaths","5"
"BES","midyear","deaths","9"
"BFA","midyear","deaths","5"
"BGD","midyear","deaths","12"
"BGR","midyear","deaths","5"
"BHR","midyear","deaths","5"
"BHS","midyear","deaths","12"
"BIH","midyear","deaths","12"
"BLR","midyear","deaths","5"
"BLZ","midyear","deaths","5"
"BMU","midyear","deaths","12"
"BOL","midyear","deaths","8"
"BRA","midyear","deaths","5"
"BRB","midyear","deaths","5"
"BRN","midyear","deaths","5"
"BTN","midyear","deaths","5"
"BWA","midyear","deaths","5"
"CAF","midyear","deaths","5"
"CAN","midyear","deaths","5"
"CHE","midyear","deaths","9"
"CHL","midyear","deaths","5"
"CHN","midyear","deaths","12"
"CIV","midyear","deaths","5"
"CMR","midyear","deaths","10"
"COD","midyear","deaths","5"
"COG","midyear","deaths","6"
"COK","midyear","deaths","5"
"COL","midyear","deaths","8"
"COM","midyear","deaths","5"
"CPV","midyear","deaths","5"
"CRI","midyear","deaths","6"
"CUB","midyear","deaths","5"
"CUW","midyear","deaths","5"
"CYM","midyear","deaths","5"
"CYP","midyear","deaths","12"
"CZE","midyear","deaths","7"
"DEU","midyear","deaths","7"
"DEU-BB","midyear","deaths","5"
"DEU-BE","midyear","deaths","5"
"DEU-BW","midyear","deaths","8"
"DEU-BY","midyear","deaths","7"
"DEU-HB","midyear","deaths","9"
"DEU-HE","midyear","deaths","7"
"DEU-HH","midyear","deaths","7"
"DEU-MV","midyear","deaths","5"
"DEU-NI","midyear","deaths","7"
"DEU-NW","midyear","deaths","7"
"DEU-RP","midyear","deaths","7"
"DEU-SH","midyear","deaths","7"
"DEU-SL","midyear","deaths","7"
"DEU-SN","midyear","deaths","7"
"DEU-ST","midyear","deaths","9"
"DEU-TH","midyear","deaths","7"
"DJI","midyear","deaths","5"
"DMA","midyear","deaths","5"
"DNK","midyear","deaths","7"
"DOM","midyear","deaths","6"
"DZA","midyear","deaths","5"
"ECU","midyear","deaths","6"
"EGY","midyear","deaths","5"
"ERI","midyear","deaths","12"
"ESH","midyear","deaths","5"
"ESP","midyear","deaths","8"
"EST","midyear","deaths","5"
"ETH","midyear","deaths","12"
"FIN","midyear","deaths","6"
"FJI","midyear","deaths","5"
"FLK","midyear","deaths",
"FRA","midyear","deaths","8"
"FRO","midyear","deaths","7"
"FSM","midyear","deaths","5"
"GAB","midyear","deaths","5"
"GBR","midyear","deaths","7"
"GBRTENW","midyear","deaths","5"
"GBR_NIR","midyear","deaths",
"GBR_SCO","midyear","deaths","5"
"GEO","midyear","deaths","5"
"GGY","midyear","deaths","10"
"GHA","midyear","deaths","5"
"GIB","midyear","deaths","8"
"GIN","midyear","deaths","5"
"GLP","midyear","deaths","5"
"GMB","midyear","deaths","5"
"GNB","midyear","deaths","5"
"GNQ","midyear","deaths","10"
"GRC","midyear","deaths","11"
"GRD","midyear","deaths","6"
"GRL","midyear","deaths","5"
"GTM","midyear","deaths","8"
"GUF","midyear","deaths","9"
"GUM","midyear","deaths","5"
"GUY","midyear","deaths","5"
"HKG","midyear","deaths","5"
"HND","midyear","deaths","12"
"HRV","midyear","deaths","9"
"HTI","midyear","deaths","12"
"HUN","midyear","deaths","6"
"IDN","midyear","deaths","10"
"IMN","midyear","deaths","6"
"IND","midyear","deaths","10"
"IRL","midyear","deaths","5"
"IRN","midyear","deaths","6"
"IRQ","midyear","deaths","11"
"ISL","midyear","deaths","12"
"ISR","midyear","deaths","6"
"ITA","midyear","deaths","8"
"JAM","midyear","deaths","5"
"JEY","midyear","deaths","10"
"JOR","midyear","deaths","5"
"JPN","midyear","deaths","7"
"KAZ","midyear","deaths","5"
"KEN","midyear","deaths","5"
"KGZ","midyear","deaths","5"
"KHM","midyear","deaths","12"
"KIR","midyear","deaths","5"
"KNA","midyear","deaths","5"
"KOR","midyear","deaths","12"
"KWT","midyear","deaths","8"
"LAO","midyear","deaths","5"
"LBN","midyear","deaths","9"
"LBR","midyear","deaths","7"
"LBY","midyear","deaths","6"
"LCA","midyear","deaths","5"
"LIE","midyear","deaths","12"
"LKA","midyear","deaths","7"
"LSO","midyear","deaths","5"
"LTU","midyear","deaths","5"
"LUX","midyear","deaths","7"
"LVA","midyear","deaths","5"
"MAC","midyear","deaths","5"
"MAF","midyear","deaths","9"
"MAR","midyear","deaths","5"
"MCO","midyear","deaths","5"
"MDA","midyear","deaths","5"
"MDG","midyear","deaths","5"
"MDV","midyear","deaths","6"
"MEX","midyear","deaths","5"
"MHL","midyear","deaths","10"
"MKD","midyear","deaths","9"
"MLI","midyear","deaths","5"
"MLT","midyear","deaths","7"
"MMR","midyear","deaths","12"
"MNE","midyear","deaths","5"
"MNG","midyear","deaths","8"
"MNP","midyear","deaths","5"
"MOZ","midyear","deaths","5"
"MRT","midyear","deaths","5"
"MTQ","midyear","deaths","8"
"MUS","midyear","deaths","11"
"MWI","midyear","deaths","5"
"MYS","midyear","deaths","5"
"MYT","midyear","deaths","5"
"NAM","midyear","deaths","5"
"NCL","midyear","deaths","5"
"NER","midyear","deaths","5"
"NGA","midyear","deaths","5"
"NIC","midyear","deaths","9"
"NLD","midyear","deaths","5"
"NOR","midyear","deaths","7"
"NPL","midyear","deaths","5"
"NZL","midyear","deaths","10"
"OMN","midyear","deaths","6"
"PAK","midyear","deaths","7"
"PAN","midyear","deaths","5"
"PER","midyear","deaths","6"
"PHL","midyear","deaths","5"
"PLW","midyear","deaths","5"
"PNG","midyear","deaths","5"
"POL","midyear","deaths","7"
"PRI","midyear","deaths","5"
"PRK","midyear","deaths","12"
"PRT","midyear","deaths","10"
"PRY","midyear","deaths","5"
"PSE","midyear","deaths","12"
"PYF","midyear","deaths","5"
"QAT","midyear","deaths","8"
"REU","midyear","deaths","8"
"ROU","midyear","deaths","12"
"RUS","midyear","deaths","5"
"RWA","midyear","deaths","12"
"SAU","midyear","deaths","5"
"SDN","midyear","deaths","6"
"SEN","midyear","deaths","5"
"SGP","midyear","deaths","12"
"SLB","midyear","deaths","8"
"SLE","midyear","deaths","5"
"SLV","midyear","deaths","5"
"SMR","midyear","deaths","12"
"SOM","midyear","deaths","12"
"SRB","midyear","deaths","5"
"SSD","midyear","deaths","12"
"STP","midyear","deaths","5"
"SUR","midyear","deaths","5"
"SVK","midyear","deaths","11"
"SVN","midyear","deaths","6"
"SWE","midyear","deaths","8"
"SWZ","midyear","deaths","5"
"SXM","midyear","deaths","10"
"SYC","midyear","deaths","7"
"SYR","midyear","deaths","12"
"TCA","midyear","deaths","5"
"TCD","midyear","deaths","5"
"TGO","midyear","deaths","5"
"THA","midyear","deaths","5"
"TJK","midyear","deaths","5"
"TKL","midyear","deaths","5"
"TKM","midyear","deaths","5"
"TLS","midyear","deaths","5"
"TON","midyear","deaths","5"
"TTO","midyear","deaths","5"
"TUN","midyear","deaths","5"
"TUR","midyear","deaths","5"
"TUV","midyear","deaths","5"
"TWN","midyear","deaths","7"
"TZA","midyear","deaths","5"
"UGA","midyear","deaths","5"
"UKR","midyear","deaths","5"
"URY","midyear","deaths","6"
"USA","midyear","deaths","6"
"USA-AK","midyear","deaths","10"
"USA-AL","midyear","deaths","6"
"USA-AR","midyear","deaths","6"
"USA-AZ","midyear","deaths","6"
"USA-CA","midyear","deaths","5"
"USA-CO","midyear","deaths","5"
"USA-CT","midyear","deaths","5"
"USA-DC","midyear","deaths","5"
"USA-DE","midyear","deaths","5"
"USA-FL","midyear","deaths","5"
"USA-GA","midyear","deaths","5"
"USA-HI","midyear","deaths","5"
"USA-IA","midyear","deaths","7"
"USA-ID","midyear","deaths","5"
"USA-IL","midyear","deaths","5"
"USA-IN","midyear","deaths","5"
"USA-KS","midyear","deaths","6"
"USA-KY","midyear","deaths","5"
"USA-LA","midyear","deaths","7"
"USA-MA","midyear","deaths","5"
"USA-MD","midyear","deaths","5"
"USA-ME","midyear","deaths","5"
"USA-MI","midyear","deaths","5"
"USA-MN","midyear","deaths","5"
"USA-MO","midyear","deaths","5"
"USA-MS","midyear","deaths","5"
"USA-MT","midyear","deaths","7"
"USA-NC","midyear","deaths","5"
"USA-ND","midyear","deaths","5"
"USA-NE","midyear","deaths","6"
"USA-NH","midyear","deaths","5"
"USA-NJ","midyear","deaths","5"
"USA-NM","midyear","deaths","9"
"USA-NV","midyear","deaths","5"
"USA-NY","midyear","deaths","5"
"USA-OH","midyear","deaths","5"
"USA-OK","midyear","deaths","6"
"USA-OR","midyear","deaths","5"
"USA-PA","midyear","deaths","5"
"USA-RI","midyear","deaths","5"
"USA-SC","midyear","deaths","5"
"USA-SD","midyear","deaths","6"
"USA-TN","midyear","deaths","5"
"USA-TX","midyear","deaths","5"
"USA-UT","midyear","deaths","5"
"USA-VA","midyear","deaths","5"
"USA-VT","midyear","deaths","5"
"USA-WA","midyear","deaths","5"
"USA-WI","midyear","deaths","5"
"USA-WV","midyear","deaths","8"
"USA-WY","midyear","deaths","6"
"UZB","midyear","deaths","6"
"VCT","midyear","deaths","5"
"VEN","midyear","deaths","10"
"VGB","midyear","deaths","12"
"VIR","midyear","deaths","6"
"VNM","midyear","deaths","5"
"VUT","midyear","deaths","5"
"WSM","midyear","deaths","7"
"XKX","midyear","deaths","10"
"YEM","midyear","deaths","5"
"ZAF","midyear","deaths","5"
"ZMB","midyear","deaths","5"
"ZWE","midyear","deaths","5"
"ALB","midyear","cmr","5"
"ABW","midyear","cmr","5"
"AFG","midyear","cmr","5"
"AGO","midyear","cmr","6"
"AND","midyear","cmr","5"
"ARE","midyear","cmr","5"
"ARG","midyear","cmr","6"
"ARM","midyear","cmr","10"
"ASM","midyear","cmr","12"
"ATG","midyear","cmr","5"
